 20.0    40.0    80.0   120.0   200.0   400.0   800.0  1200.0  1600.0  2000.0
  153   18  17   1.4E-12 1.9E-12 2.9E-12 4.0E-12 6.1E-12 9.6E-12 1.3E-11 1.5E-11 1.6E-11 1.7E-11
  154   19   1   9.2E-15 1.5E-14 3.4E-14 6.0E-14 1.3E-13 3.8E-13 9.6E-13 1.5E-12 2.0E-12 2.4E-12
  155   19   2   1.5E-14 2.5E-14 5.5E-14 1.0E-13 2.5E-13 8.0E-13 1.9E-12 2.7E-12 3.2E-12 3.6E-12
  156   19   3   1.5E-14 2.5E-14 5.5E-14 1.0E-13 2.3E-13 6.9E-13 1.7E-12 2.4E-12 3.0E-12 3.4E-12
  157   19   4   1.5E-14 2.4E-14 5.2E-14 9.3E-14 2.1E-13 6.2E-13 1.6E-12 2.5E-12 3.3E-12 3.9E-12
  158   19   5   1.6E-13 2.4E-13 5.0E-13 8.7E-13 1.8E-12 4.7E-12 9.6E-12 1.3E-11 1.5E-11 1.7E-11
  159   19   6   2.1E-14 3.5E-14 7.9E-14 1.5E-13 3.4E-13 1.1E-12 2.6E-12 3.7E-12 4.6E-12 5.2E-12
  160   19   7   3.7E-14 5.8E-14 1.2E-13 2.1E-13 4.3E-13 1.1E-12 2.4E-12 3.3E-12 4.1E-12 4.6E-12
  161   19   8   2.8E-13 4.2E-13 7.7E-13 1.2E-12 1.9E-12 3.6E-12 7.0E-12 1.1E-11 1.4E-11 1.7E-11
  162   19   9   2.0E-14 3.3E-14 7.3E-14 1.3E-13 3.1E-13 9.9E-13 2.4E-12 3.5E-12 4.3E-12 4.9E-12
  163   19  10   2.0E-13 3.1E-13 6.1E-13 1.0E-12 2.0E-12 4.9E-12 9.8E-12 1.3E-11 1.5E-11 1.7E-11
  164   19  11   2.5E-13 3.2E-13 5.2E-13 7.2E-13 1.1E-12 1.7E-12 2.6E-12 3.5E-12 4.2E-12 4.9E-12
  165   19  12   5.5E-14 8.3E-14 1.6E-13 2.6E-13 5.2E-13 1.4E-12 3.2E-12 4.6E-12 5.6E-12 6.4E-12
  166   19  13   5.9E-13 8.3E-13 1.4E-12 2.0E-12 3.1E-12 5.0E-12 7.2E-12 8.8E-12 1.0E-11 1.1E-11
  167   19  14   1.7E-13 2.4E-13 4.0E-13 5.9E-13 1.1E-12 2.5E-12 5.0E-12 6.8E-12 8.2E-12 9.3E-12
  168   19  15   8.3E-12 1.1E-11 1.8E-11 2.5E-11 3.8E-11 6.3E-11 9.2E-11 1.1E-10 1.2E-10 1.2E-10
  169   19  16   1.4E-14 2.1E-14 4.5E-14 8.3E-14 2.0E-13 7.0E-13 2.0E-12 3.2E-12 4.2E-12 4.9E-12
  170   19  17   2.1E-13 2.7E-13 4.4E-13 6.3E-13 1.0E-12 2.3E-12 4.7E-12 6.9E-12 8.7E-12 1.0E-11
  171   19  18   2.2E-13 2.8E-13 3.8E-13 4.9E-13 7.3E-13 1.3E-12 2.4E-12 3.2E-12 3.9E-12 4.4E-12
  172   20   1   1.1E-15 2.2E-15 6.3E-15 1.4E-14 4.4E-14 2.0E-13 7.5E-13 1.3E-12 1.9E-12 2.3E-12
  173   20   2   1.9E-15 3.5E-15 1.0E-14 2.2E-14 6.3E-14 2.4E-13 6.9E-13 1.1E-12 1.4E-12 1.6E-12
  174   20   3   1.1E-14 2.0E-14 5.4E-14 1.1E-13 3.2E-13 1.2E-12 3.6E-12 5.7E-12 7.4E-12 8.9E-12
  175   20   4   2.6E-14 4.6E-14 1.2E-13 2.2E-13 5.2E-13 1.4E-12 2.8E-12 3.7E-12 4.2E-12 4.6E-12
  176   20   5   6.9E-15 1.2E-14 3.2E-14 6.6E-14 1.7E-13 6.2E-13 1.8E-12 2.8E-12 3.6E-12 4.3E-12
  177   20   6   9.6E-15 1.6E-14 3.9E-14 7.4E-14 1.8E-13 6.1E-13 1.8E-12 2.9E-12 3.8E-12 4.7E-12
  178   20   7   8.2E-14 1.4E-13 3.4E-13 6.5E-13 1.5E-12 4.5E-12 1.1E-11 1.6E-11 2.0E-11 2.4E-11
