     Distance         timeN            Tn        a6D-J9        a6D-J7        a6D-J5        a6D-J3        a6D-J1        a4F-J9        a4F-J7        a4F-J5        a4F-J3        a4D-J7        a4D-J5        a4D-J3        a4D-J1        a4P-J5        a4P-J3        a4P-J1        b4P-J5        b4P-J3        b4P-J1       a4H-J13       a4H-J11        a4H-J9        a4H-J7        b4F-J9        b4F-J7        b4F-J5        b4F-J3       a4G-J11        a4G-J9        a4G-J7        a4G-J5        b4D-J7        b4D-J5        b4D-J3        b4D-J1 
  9.180022588E+014   3.7334E+002   1.3105E+001   1.0000E+000   2.7365E-019   7.6771E-033   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  9.190282938E+014   3.7583E+002   1.3134E+001   1.0000E+000   3.0063E-019   9.0367E-033   4.0771E-037   6.6332E-037   3.6768E-033   6.6275E-036   5.1385E-036   2.3958E-036   1.1981E-037   8.3694E-038   7.3090E-038   4.8123E-038   4.8269E-038   1.8692E-037   1.3118E-038   8.6707E-040   3.2924E-064   9.0079E-093   1.5648E-038   1.3774E-039   1.4104E-039   1.4609E-039   7.3524E-040   9.5203E-040   9.6711E-040   1.7346E-039   5.5380E-040   5.3595E-040   5.3805E-040   5.4113E-040   3.0525E-043   4.4674E-040   7.6189E-040   1.0431E-037 
  9.300615265E+014   4.0252E+002   1.3424E+001   1.0000E+000   7.4670E-019   4.3693E-032   4.8764E-037   7.9334E-037   4.3968E-033   7.9261E-036   6.1455E-036   2.8653E-036   1.4327E-037   1.0008E-037   8.7407E-038   5.7548E-038   5.7725E-038   2.2354E-037   1.5687E-038   1.0367E-039   1.4809E-063   1.6597E-091   1.8712E-038   1.6469E-039   1.6864E-039   1.7468E-039   8.7910E-040   1.1383E-039   1.1563E-039   2.0741E-039   6.6215E-040   6.4082E-040   6.4333E-040   6.4701E-040   4.8087E-043   5.3745E-040   9.0737E-040   1.2473E-037 
  9.338122760E+014   4.1159E+002   1.3513E+001   1.0000E+000   9.7922E-019   6.9886E-032   5.7889E-036   9.4186E-036   5.2196E-032   9.4096E-035   7.2958E-035   3.4017E-035   1.7009E-036   1.1881E-036   1.0377E-036   6.8318E-037   6.8529E-037   2.6538E-036   1.8623E-037   1.2307E-038   2.6088E-062   4.4508E-090   2.2213E-037   1.9550E-038   2.0019E-038   2.0736E-038   1.0436E-038   1.3513E-038   1.3727E-038   2.4622E-038   7.8604E-039   7.6071E-039   7.6370E-039   7.6807E-039   6.1968E-042   6.3918E-039   1.0758E-038   1.4808E-036 
  9.361558884E+014   4.1726E+002   1.3566E+001   1.0000E+000   1.1496E-018   9.2256E-032   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  9.553949578E+014   4.6379E+002   1.3941E+001   1.0000E+000   3.4496E-018   6.1898E-031   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  9.746654460E+014   5.1039E+002   1.4225E+001   1.0000E+000   7.6272E-018   2.4469E-030   3.4346E-035   5.5878E-035   3.0953E-031   5.5815E-034   4.3280E-034   2.0179E-034   1.0088E-035   7.0464E-036   6.1546E-036   4.0518E-036   4.0647E-036   1.5742E-035   1.1045E-036   7.2962E-038   3.0737E-060   1.2631E-086   1.3173E-036   1.1590E-037   1.1868E-037   1.2294E-037   6.1867E-038   8.0117E-038   8.1382E-038   1.4600E-037   4.6600E-038   4.5098E-038   4.5275E-038   4.5535E-038   6.8348E-041   3.8428E-038   6.3193E-038   8.7816E-036 
  9.986487234E+014   5.6837E+002   1.4482E+001   1.0000E+000   1.5215E-017   8.0933E-030   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  1.009148047E+015   5.9376E+002   1.4568E+001   1.0000E+000   1.9081E-017   1.1980E-029   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  1.034787379E+015   6.5574E+002   1.4729E+001   1.0000E+000   2.8890E-017   2.4574E-029   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  1.111169056E+015   8.4036E+002   1.4958E+001   1.0000E+000   5.1404E-017   6.6678E-029   3.6604E-035   5.9041E-035   3.2691E-031   5.8964E-034   4.5727E-034   2.1320E-034   1.0655E-035   7.4425E-036   6.5012E-036   4.2797E-036   4.2939E-036   1.6630E-035   1.1666E-036   7.7036E-038   5.2243E-059   4.1318E-084   1.3912E-036   1.2237E-037   1.2531E-037   1.2980E-037   6.5321E-038   8.4594E-038   8.5928E-038   1.5417E-037   4.9201E-038   4.7616E-038   4.7803E-038   4.8077E-038   1.2827E-040   4.1110E-038   6.6118E-038   9.2753E-036 
  1.238312389E+015   1.1476E+003   1.5044E+001   1.0000E+000   6.3520E-017   9.6206E-029   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  1.393263656E+015   1.5221E+003   1.5056E+001   1.0000E+000   6.5462E-017   1.0136E-028   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  1.725856117E+015   2.3260E+003   1.5057E+001   1.0000E+000   6.5629E-017   1.0181E-028   1.9858E-035   3.1411E-035   1.7391E-031   3.1369E-034   2.4327E-034   1.1342E-034   5.6685E-036   3.9593E-036   3.4586E-036   2.2768E-036   2.2843E-036   8.8472E-036   6.2065E-037   4.0980E-038   3.9667E-059   4.5813E-084   7.4010E-037   6.5098E-038   6.6660E-038   6.9050E-038   3.4748E-038   4.5001E-038   4.5711E-038   8.2015E-038   2.6173E-038   2.5330E-038   2.5430E-038   2.5575E-038   7.3438E-041   2.1906E-038   3.5130E-038   4.9343E-036 
  2.182445304E+015   3.4295E+003   1.5057E+001   1.0000E+000   6.5607E-017   1.0175E-028   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  2.639034490E+015   4.5330E+003   1.5057E+001   1.0000E+000   6.5585E-017   1.0169E-028   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  3.095623677E+015   5.6365E+003   1.5057E+001   1.0000E+000   6.5563E-017   1.0163E-028   1.0218E-034   1.6537E-034   9.1563E-031   1.6515E-033   1.2808E-033   5.9716E-034   2.9844E-035   2.0845E-035   1.8209E-035   1.1987E-035   1.2027E-035   4.6579E-035   3.2676E-036   2.1576E-037   2.0854E-058   2.4048E-083   3.8965E-036   3.4273E-037   3.5095E-037   3.6354E-037   1.8294E-037   2.3693E-037   2.4066E-037   4.3180E-037   1.3780E-037   1.3336E-037   1.3388E-037   1.3465E-037   3.8652E-040   1.1533E-037   1.8495E-037   2.5979E-035 
  3.552212864E+015   6.7400E+003   1.5057E+001   1.0000E+000   6.5541E-017   1.0157E-028   1.4197E-034   2.3011E-034   1.2741E-030   2.2981E-033   1.7822E-033   8.3094E-034   4.1527E-035   2.9006E-035   2.5338E-035   1.6680E-035   1.6735E-035   6.4814E-035   4.5468E-036   3.0022E-037   2.9004E-058   3.3428E-083   5.4219E-036   4.7690E-037   4.8835E-037   5.0586E-037   2.5456E-037   3.2968E-037   3.3488E-037   6.0084E-037   1.9174E-037   1.8557E-037   1.8630E-037   1.8736E-037   5.3779E-040   1.6048E-037   2.5736E-037   3.6149E-035 
  4.226297796E+015   8.3691E+003   1.5056E+001   1.0000E+000   6.5509E-017   1.0148E-028   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  5.942443841E+015   1.2517E+004   1.5056E+001   1.0000E+000   6.5427E-017   1.0126E-028   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  7.806647305E+015   1.7022E+004   1.5055E+001   1.0000E+000   6.5340E-017   1.0103E-028   1.1249E-034   1.8215E-034   1.0085E-030   1.8191E-033   1.4107E-033   6.5775E-034   3.2872E-035   2.2960E-035   2.0057E-035   1.3203E-035   1.3247E-035   5.1305E-035   3.5992E-036   2.3765E-037   2.2856E-058   2.6218E-083   4.2918E-036   3.7750E-037   3.8656E-037   4.0043E-037   2.0151E-037   2.6097E-037   2.6508E-037   4.7561E-037   1.5178E-037   1.4689E-037   1.4747E-037   1.4831E-037   4.2531E-040   1.2703E-037   2.0372E-037   2.8614E-035 
  8.512159193E+015   1.8727E+004   1.5055E+001   1.0000E+000   6.5308E-017   1.0094E-028   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.513656354E+015   1.8731E+004   1.5055E+001   1.0000E+000   6.5308E-017   1.0094E-028   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
