     Distance         timeN            Tn        a6D-J9        a6D-J7        a6D-J5        a6D-J3        a6D-J1        a4F-J9        a4F-J7        a4F-J5        a4F-J3        a4D-J7        a4D-J5        a4D-J3        a4D-J1        a4P-J5        a4P-J3        a4P-J1        b4P-J5        b4P-J3        b4P-J1       a4H-J13       a4H-J11        a4H-J9        a4H-J7        b4F-J9        b4F-J7        b4F-J5        b4F-J3       a4G-J11        a4G-J9        a4G-J7        a4G-J5        b4D-J7        b4D-J5        b4D-J3        b4D-J1 
  4.026834942E+014   3.8062E+001   9.3815E+003   2.4341E-001   1.1974E-001   8.6355E-002   5.7846E-002   2.8201E-002   2.3516E-001   8.6740E-002   5.8742E-002   3.8870E-002   1.7331E-002   1.1640E-002   7.2609E-003   3.1542E-003   2.3405E-003   1.5784E-003   6.8693E-004   4.1769E-005   2.0094E-005   8.6278E-006   1.7283E-004   1.5307E-004   1.3147E-004   1.0926E-004   5.5592E-005   5.0241E-005   4.4937E-005   3.6321E-005   3.4222E-005   2.6256E-005   2.0767E-005   1.5677E-005   6.6704E-006   5.5309E-006   3.7330E-006   1.8381E-006 
  4.470223930E+014   4.3400E+001   8.8884E+003   2.4650E-001   1.2237E-001   8.8145E-002   5.9007E-002   2.8819E-002   2.2840E-001   8.5920E-002   5.8224E-002   3.8572E-002   1.7081E-002   1.1461E-002   7.1509E-003   3.1270E-003   2.2335E-003   1.5040E-003   6.5518E-004   3.7982E-005   1.8137E-005   7.7591E-006   1.5650E-004   1.3838E-004   1.1868E-004   9.8471E-005   4.9797E-005   4.4932E-005   4.0128E-005   3.2390E-005   2.9959E-005   2.2912E-005   1.8095E-005   1.3651E-005   5.5483E-006   4.6038E-006   3.1078E-006   1.5302E-006 
  4.836619462E+014   4.8073E+001   8.4614E+003   2.4932E-001   1.2477E-001   8.9755E-002   6.0037E-002   2.9365E-002   2.2247E-001   8.5166E-002   5.7736E-002   3.8279E-002   1.6793E-002   1.1255E-002   7.0239E-003   3.0903E-003   2.1284E-003   1.4313E-003   6.2420E-004   3.4537E-005   1.6375E-005   6.9803E-006   1.4173E-004   1.2513E-004   1.0716E-004   8.8773E-005   4.4627E-005   4.0207E-005   3.5857E-005   2.8905E-005   2.6264E-005   2.0025E-005   1.5792E-005   1.1906E-005   4.6309E-006   3.8452E-006   2.5962E-006   1.2783E-006 
  5.488857369E+014   5.7108E+001   7.6498E+003   2.5515E-001   1.2970E-001   9.2981E-002   6.2050E-002   3.0424E-002   2.1108E-001   8.3613E-002   5.6683E-002   3.7610E-002   1.6024E-002   1.0710E-002   6.6839E-003   2.9779E-003   1.8945E-003   1.2705E-003   5.5566E-004   2.7672E-005   1.2914E-005   5.4618E-006   1.1253E-004   9.9007E-005   8.4516E-005   6.9785E-005   3.4623E-005   3.1088E-005   2.7638E-005   2.2217E-005   1.9406E-005   1.4697E-005   1.1553E-005   8.6981E-006   3.0701E-006   2.5531E-006   1.7245E-006   8.4906E-007 
  6.796846285E+014   7.9292E+001   5.7384E+003   2.7277E-001   1.4389E-001   1.0157E-001   6.6988E-002   3.2919E-002   1.8365E-001   7.8990E-002   5.3124E-002   3.5003E-002   1.2661E-002   8.3463E-003   5.1865E-003   2.3844E-003   1.1665E-003   7.7545E-004   3.4272E-004   1.1693E-005   5.1621E-006   2.1242E-006   4.6027E-005   4.0019E-005   3.3789E-005   2.7594E-005   1.3068E-005   1.1597E-005   1.0201E-005   8.1230E-006   6.1809E-006   4.5728E-006   3.5548E-006   2.6636E-006   6.7092E-007   5.6090E-007   3.7942E-007   1.8678E-007 
  6.991356782E+014   8.3300E+001   5.4037E+003   2.7682E-001   1.4691E-001   1.0325E-001   6.7865E-002   3.3335E-002   1.7867E-001   7.7918E-002   5.2222E-002   3.4292E-002   1.1792E-002   7.7401E-003   4.7997E-003   2.2175E-003   1.0191E-003   6.7590E-004   2.9938E-004   9.2894E-006   4.0445E-006   1.6530E-006   3.6267E-005   3.1440E-005   2.6475E-005   2.1564E-005   1.0094E-005   8.9314E-006   7.8353E-006   6.2252E-006   4.5767E-006   3.3664E-006   2.6098E-006   1.9532E-006   4.5250E-007   3.7879E-007   2.5632E-007   1.2618E-007 
  7.146036956E+014   8.6683E+001   5.1224E+003   2.8058E-001   1.4961E-001   1.0472E-001   6.8602E-002   3.3675E-002   1.7439E-001   7.6908E-002   5.1356E-002   3.3603E-002   1.0990E-002   7.1829E-003   4.4439E-003   2.0607E-003   8.9346E-004   5.9127E-004   2.6237E-004   7.4445E-006   3.1992E-006   1.2992E-006   2.8840E-005   2.4932E-005   2.0942E-005   1.7016E-005   7.8771E-006   6.9510E-006   6.0831E-006   4.8228E-006   3.4324E-006   2.5110E-006   1.9416E-006   1.4514E-006   3.1079E-007   2.6049E-007   1.7633E-007   8.6797E-008 
  7.379810188E+014   9.2200E+001   4.6623E+003   2.8763E-001   1.5441E-001   1.0722E-001   6.9796E-002   3.4201E-002   1.6711E-001   7.4965E-002   4.9669E-002   3.2254E-002   9.5423E-003   6.1819E-003   3.8051E-003   1.7733E-003   6.8926E-004   4.5413E-004   2.0206E-004   4.8393E-006   2.0286E-006   8.1388E-007   1.8473E-005   1.5886E-005   1.3281E-005   1.0742E-005   4.8689E-006   4.2741E-006   3.7232E-006   2.9402E-006   1.9674E-006   1.4244E-006   1.0960E-006   8.1761E-007   1.5079E-007   1.2668E-007   8.5808E-008   4.2235E-008 
  7.581159558E+014   9.7456E+001   4.2103E+003   2.9600E-001   1.5969E-001   1.0983E-001   7.0944E-002   3.4669E-002   1.5944E-001   7.2567E-002   4.7581E-002   3.0592E-002   7.9708E-003   5.1052E-003   3.1200E-003   1.4584E-003   4.9792E-004   3.2621E-004   1.4540E-004   2.8449E-006   1.1577E-006   4.5778E-007   1.0671E-005   9.1189E-006   7.5808E-006   6.0986E-006   2.6948E-006   2.3510E-006   2.0368E-006   1.6009E-006   9.9488E-007   7.1144E-007   5.4419E-007   4.0495E-007   6.2475E-008   5.2635E-008   3.5679E-008   1.7560E-008 
  7.731340564E+014   1.0181E+002   3.7974E+003   3.0537E-001   1.6512E-001   1.1235E-001   7.1943E-002   3.5031E-002   1.5174E-001   6.9767E-002   4.5168E-002   2.8699E-002   6.4403E-003   4.0691E-003   2.4645E-003   1.1526E-003   3.4025E-004   2.2139E-004   9.8710E-005   1.5403E-006   6.0625E-007   2.3588E-007   5.6649E-006   4.8071E-006   3.9715E-006   3.1762E-006   1.3637E-006   1.1814E-006   1.0173E-006   7.9548E-007   4.5488E-007   3.2080E-007   2.4377E-007   1.8089E-007   2.2843E-008   1.9307E-008   1.3098E-008   6.4460E-009 
  7.801819832E+014   1.0404E+002   3.5513E+003   3.1200E-001   1.6867E-001   1.1390E-001   7.2497E-002   3.5203E-002   1.4670E-001   6.7725E-002   4.3435E-002   2.7363E-002   5.5074E-003   3.4449E-003   2.0724E-003   9.6824E-004   2.5777E-004   1.6687E-004   7.4339E-005   9.8899E-007   3.8018E-007   1.4625E-007   3.5872E-006   3.0290E-006   2.4915E-006   1.9845E-006   8.3474E-007   7.1959E-007   6.1700E-007   4.8074E-007   2.5916E-007   1.8098E-007   1.3689E-007   1.0137E-007   1.1113E-008   9.4137E-009   6.3905E-009   3.1447E-009 
  7.814667789E+014   1.0446E+002   3.5001E+003   3.1349E-001   1.6945E-001   1.1423E-001   7.2607E-002   3.5233E-002   1.4560E-001   6.7258E-002   4.3042E-002   2.7062E-002   5.3131E-003   3.3156E-003   1.9915E-003   9.3014E-004   2.4189E-004   1.5640E-004   6.9657E-005   8.9392E-007   3.4180E-007   1.3115E-007   3.2323E-006   2.7262E-006   2.2402E-006   1.7827E-006   7.4640E-007   6.4272E-007   5.5056E-007   4.2862E-007   2.2800E-007   1.5887E-007   1.2004E-007   8.8857E-008   9.4345E-009   7.9958E-009   5.4287E-009   2.6713E-009 
  7.834420098E+014   1.0512E+002   3.4162E+003   3.1604E-001   1.7074E-001   1.1477E-001   7.2781E-002   3.5279E-002   1.4375E-001   6.6458E-002   4.2373E-002   2.6553E-002   4.9955E-003   3.1051E-003   1.8600E-003   8.6816E-004   2.1692E-004   1.3997E-004   6.2303E-005   7.5200E-007   2.8494E-007   1.0885E-007   2.7047E-006   2.2769E-006   1.8679E-006   1.4841E-006   6.1648E-007   5.2984E-007   4.5312E-007   3.5228E-007   1.8319E-007   1.2716E-007   9.5909E-008   7.0940E-008   7.1331E-009   6.0506E-009   4.1090E-009   2.0219E-009 
  7.883054221E+014   1.0684E+002   3.1751E+003   3.2410E-001   1.7466E-001   1.1633E-001   7.3238E-002   3.5372E-002   1.3808E-001   6.3898E-002   4.0255E-002   2.4961E-002   4.0960E-003   2.5138E-003   1.4926E-003   6.9478E-004   1.5283E-004   9.7973E-005   4.3497E-005   4.3240E-007   1.5920E-007   5.9983E-008   1.5294E-006   1.2797E-006   1.0443E-006   8.2570E-007   3.3446E-007   2.8573E-007   2.4310E-007   1.8819E-007   9.1054E-008   6.2457E-008   4.6839E-008   3.4562E-008   2.9251E-009   2.4880E-009   1.6908E-009   8.3193E-010 
  7.952267988E+014   1.0957E+002   2.6983E+003   3.4422E-001   1.8339E-001   1.1939E-001   7.3835E-002   3.5323E-002   1.2493E-001   5.7414E-002   3.5071E-002   2.1179E-002   2.4458E-003   1.4525E-003   8.4303E-004   3.8862E-004   6.1786E-005   3.8929E-005   1.7111E-005   1.0455E-007   3.5817E-008   1.3041E-008   3.5479E-007   2.9240E-007   2.3549E-007   1.8399E-007   6.9931E-008   5.8850E-008   4.9433E-008   3.7864E-008   1.5285E-008   1.0175E-008   7.5232E-009   5.5176E-009   3.0325E-010   2.5971E-010   1.7683E-010   8.6986E-011 
  7.991514577E+014   1.1139E+002   2.3079E+003   3.6660E-001   1.9163E-001   1.2162E-001   7.3751E-002   3.4898E-002   1.1144E-001   5.0272E-002   2.9632E-002   1.7378E-002   1.3371E-003   7.6450E-004   4.3216E-004   1.9656E-004   2.1483E-005   1.3265E-005   5.7402E-006   2.0206E-008   6.3823E-009   2.2368E-009   6.5493E-008   5.3066E-008   4.2116E-008   3.2477E-008   1.1479E-008   9.4980E-009   7.8653E-009   5.9551E-009   1.9583E-009   1.2604E-009   9.1710E-010   6.6805E-010   2.2574E-011   1.9485E-011   1.3294E-011   6.5381E-012 
  8.010932820E+014   1.1241E+002   2.0618E+003   3.8472E-001   1.9735E-001   1.2266E-001   7.3205E-002   3.4325E-002   1.0121E-001   4.4694E-002   2.5571E-002   1.4644E-002   8.0160E-004   4.4402E-004   2.4555E-004   1.1036E-004   8.7990E-006   5.3426E-006   2.2776E-006   5.0660E-009   1.4964E-009   5.0838E-010   1.5820E-008   1.2640E-008   9.9123E-009   7.5628E-009   2.5161E-009   2.0530E-009   1.6804E-009   1.2604E-009   3.4973E-010   2.1891E-010   1.5720E-010   1.1387E-010   2.5754E-012   2.2374E-012   1.5292E-012   7.5189E-013 
  8.021832719E+014   1.1304E+002   1.9019E+003   3.9875E-001   2.0124E-001   1.2304E-001   7.2525E-002   3.3764E-002   9.3662E-002   4.0564E-002   2.2667E-002   1.2743E-002   5.3206E-004   2.8739E-004   1.5620E-004   6.9523E-005   4.3099E-006   2.5825E-006   1.0873E-006   1.6794E-009   4.7052E-010   1.5600E-010   5.0943E-009   4.0258E-009   3.1274E-009   2.3665E-009   7.5033E-010   6.0556E-010   4.9118E-010   3.6576E-010   8.8735E-011   5.4335E-011   3.8616E-011   2.7848E-011   4.5898E-013   4.0079E-013   2.7430E-013   1.3485E-013 
  8.035933959E+014   1.1393E+002   1.6647E+003   4.2383E-001   2.0710E-001   1.2285E-001   7.0807E-002   3.2534E-002   8.0939E-002   3.3665E-002   1.8010E-002   9.7930E-003   2.4749E-004   1.2762E-004   6.7191E-005   2.9368E-005   1.1399E-006   6.6672E-007   2.7405E-007   2.1513E-010   5.4691E-011   1.7346E-011   6.1917E-010   4.7953E-010   3.6617E-010   2.7295E-010   7.9158E-011   6.2615E-011   4.9955E-011   3.6714E-011   6.9540E-012   4.0896E-012   2.8515E-012   2.0398E-012   1.8790E-014   1.6564E-014   1.1365E-014   5.5866E-015 
  8.042197128E+014   1.1437E+002   1.5457E+003   4.3884E-001   2.0996E-001   1.2225E-001   6.9497E-002   3.1677E-002   7.3788E-002   2.9865E-002   1.5552E-002   8.2867E-003   1.5326E-004   7.6787E-005   3.9644E-005   1.7133E-005   4.9650E-007   2.8615E-007   1.1585E-007   5.9624E-011   1.4273E-011   4.4055E-012   1.6619E-010   1.2712E-010   9.6051E-011   7.0943E-011   1.9462E-011   1.5206E-011   1.2009E-011   8.7560E-012   1.4227E-012   8.1605E-013   5.6234E-013   4.0025E-013   2.5739E-015   2.2822E-015   1.5683E-015   7.6756E-016 
  8.047282696E+014   1.1475E+002   1.4414E+003   4.5364E-001   2.1232E-001   1.2131E-001   6.8018E-002   3.0753E-002   6.7078E-002   2.6375E-002   1.3364E-002   6.9775E-003   9.3962E-005   4.5723E-005   2.3142E-005   9.8873E-006   2.1277E-007   1.2083E-007   4.8165E-008   1.6121E-011   3.6312E-012   1.0905E-012   4.3514E-011   3.2870E-011   2.4572E-011   1.7982E-011   4.6618E-012   3.5971E-012   2.8122E-012   2.0341E-012   2.8288E-013   1.5822E-013   1.0773E-013   7.6294E-014   3.4097E-016   3.0414E-016   2.0934E-016   1.0284E-016 
  8.051712395E+014   1.1510E+002   1.3439E+003   4.6909E-001   2.1429E-001   1.1998E-001   6.6287E-002   2.9712E-002   6.0435E-002   2.3006E-002   1.1320E-002   5.7835E-003   5.5315E-005   2.6085E-005   1.2925E-005   5.4544E-006   8.5101E-008   4.7570E-008   1.8648E-008   3.9187E-012   8.2675E-013   2.4110E-013   1.0222E-011   7.6183E-012   5.6305E-012   4.0800E-012   9.9497E-013   7.5753E-013   5.8585E-013   4.2019E-013   4.9423E-014   2.6901E-014   1.8085E-014   1.2738E-014   3.8500E-017   3.4564E-017   2.3830E-017   1.1544E-017 
  8.056828991E+014   1.1553E+002   1.2219E+003   4.9103E-001   2.1624E-001   1.1750E-001   6.3530E-002   2.8117E-002   5.1647E-002   1.8710E-002   8.8146E-003   4.3633E-003   2.5143E-005   1.1319E-005   5.4359E-006   2.2526E-006   2.1807E-008   1.1913E-008   4.5554E-009   4.7918E-013   9.1778E-014   2.5632E-014   1.1890E-012   8.6882E-013   6.3144E-013   4.5097E-013   1.0042E-013   7.4971E-014   5.7068E-014   4.0431E-014   3.7117E-015   1.9409E-015   1.2804E-015   8.9467E-016   1.5187E-018   1.3765E-018   9.5159E-019   6.0411E-019 
  8.063022336E+014   1.1610E+002   1.0566E+003   5.2652E-001   2.1728E-001   1.1213E-001   5.8423E-002   2.5301E-002   3.9075E-002   1.2945E-002   5.6588E-003   2.6542E-003   6.3605E-006   2.6431E-006   1.2029E-006   4.8308E-007   2.0419E-009   1.0726E-009   3.9299E-010   1.2382E-014   2.0070E-015   5.2022E-016   2.8226E-014   1.9936E-014   1.4078E-014   9.8082E-015   1.8645E-015   1.3458E-015   9.9715E-016   6.9195E-016   4.1374E-017   2.0190E-017   1.2893E-017   8.8859E-018   6.1766E-021   5.7859E-021   4.2183E-021   1.6282E-019 
  8.066310195E+014   1.1643E+002   9.5915E+002   5.5135E-001   2.1645E-001   1.0746E-001   5.4461E-002   2.3206E-002   3.1503E-002   9.7360E-003   4.0233E-003   1.8129E-003   2.2420E-006   8.7722E-007   3.8343E-007   1.5042E-007   3.3985E-010   1.7343E-010   6.1526E-011   7.7697E-016   1.1106E-016   2.7191E-017   1.6632E-015   1.1452E-015   7.9148E-016   5.4133E-016   9.1256E-017   6.4228E-017   4.6646E-017   3.1871E-017   1.3754E-018   6.3496E-019   3.9407E-019   2.6739E-019   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.068537252E+014   1.1667E+002   8.8961E+002   5.7125E-001   2.1486E-001   1.0322E-001   5.1109E-002   2.1481E-002   2.6161E-002   7.6144E-003   3.0001E-003   1.3070E-003   9.2173E-007   3.4270E-007   1.4477E-007   5.5678E-008   7.3853E-011   3.6779E-011   1.2697E-011   7.3541E-017   9.4158E-018   2.1737E-018   1.4932E-016   1.0063E-016   6.8282E-017   4.5970E-017   6.9872E-018   4.8080E-018   3.4293E-018   2.2984E-018   6.7606E-020   2.5329E-020   1.2076E-020   5.2931E-021   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.071860795E+014   1.1706E+002   7.8410E+002   6.0566E-001   2.1019E-001   9.5012E-002   4.5058E-002   1.8465E-002   1.8407E-002   4.7833E-003   1.7251E-003   7.0617E-004   1.7528E-007   5.9277E-008   2.3508E-008   8.7152E-009   4.2880E-012   2.0418E-012   6.7014E-013   8.9873E-019   7.7812E-020   6.5393E-021   1.6468E-018   1.0627E-018   6.9344E-019   4.4950E-019   5.1982E-020   3.0966E-020   1.8958E-020   4.8940E-021   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.074833984E+014   1.1743E+002   6.9505E+002   6.3958E-001   2.0325E-001   8.6029E-002   3.8948E-002   1.5532E-002   1.2488E-002   2.8649E-003   9.3898E-004   3.5954E-004   2.8818E-008   8.7967E-009   3.2589E-009   1.1613E-009   1.9497E-013   8.8480E-014   2.7499E-014   2.2480E-020   3.5561E-020   2.4183E-020   6.3926E-020   4.8429E-020   3.9310E-020   3.4038E-020   1.3494E-020   1.6068E-020   1.6357E-020   2.6028E-020   9.3551E-021   9.0541E-021   9.0969E-021   9.1765E-021   6.8645E-021   7.3754E-021   7.3920E-021   1.4500E-018 
  8.079573966E+014   1.1807E+002   5.8357E+002   6.9022E-001   1.8881E-001   7.1545E-002   2.9969E-002   1.1418E-002   6.4071E-003   1.1878E-003   3.3148E-004   1.1350E-004   1.3543E-009   3.4794E-010   1.1497E-010   3.8339E-011   1.0485E-015   4.3919E-016   1.2453E-016   4.7036E-022   9.9337E-022   5.4097E-022   1.7977E-021   1.3378E-021   1.0890E-021   9.5804E-022   4.0314E-022   4.8309E-022   4.9758E-022   7.7579E-022   2.9117E-022   2.8157E-022   2.8256E-022   2.8481E-022   2.1351E-022   2.2925E-022   2.2968E-022   4.1916E-020 
  8.082080711E+014   1.1844E+002   5.4393E+002   7.1092E-001   1.8155E-001   6.5424E-002   2.6457E-002   9.8742E-003   4.7084E-003   7.9146E-004   2.0532E-004   6.6841E-005   3.3532E-010   7.9661E-011   2.4991E-011   8.0870E-012   9.6845E-017   3.9317E-017   1.0658E-017   2.4552E-021   5.0047E-021   2.4223E-021   9.8423E-021   7.1274E-021   5.7081E-021   4.9794E-021   2.0910E-021   2.5030E-021   2.5845E-021   3.9960E-021   1.5203E-021   1.4696E-021   1.4741E-021   1.4854E-021   1.1143E-021   1.1963E-021   1.1983E-021   2.1339E-019 
  8.084299576E+014   1.1877E+002   5.1878E+002   7.2492E-001   1.7621E-001   6.1262E-002   2.4160E-002   8.8852E-003   3.7727E-003   5.9110E-004   1.4556E-004   4.5709E-005   1.2347E-010   2.7737E-011   8.3853E-012   2.6559E-012   1.7420E-017   6.2298E-018   1.7540E-018   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.085583906E+014   1.1896E+002   5.0767E+002   7.3134E-001   1.7365E-001   5.9356E-002   2.3133E-002   8.4484E-003   3.3959E-003   5.1457E-004   1.2363E-004   3.8169E-005   7.6921E-011   1.6829E-011   4.9993E-012   1.5675E-012   7.9454E-018   3.3907E-018   8.3202E-019   3.9169E-021   7.6855E-021   3.2667E-021   1.6427E-020   1.1557E-020   9.0989E-021   7.8711E-021   3.3016E-021   3.9502E-021   4.0874E-021   6.2773E-021   2.4151E-021   2.3337E-021   2.3397E-021   2.3570E-021   1.7690E-021   1.8992E-021   1.9023E-021   3.3195E-019 
  8.087253102E+014   1.1922E+002   4.9623E+002   7.3811E-001   1.7087E-001   5.7349E-002   2.2067E-002   7.9993E-003   3.0312E-003   4.4300E-004   1.0365E-004   3.1422E-005   4.6184E-011   9.8206E-012   2.8629E-012   8.8790E-013   3.3070E-018   1.3196E-018   3.3019E-019   6.5933E-022   1.2786E-021   5.1914E-022   2.8084E-021   1.9561E-021   1.5312E-021   1.3210E-021   5.5399E-022   6.6286E-022   6.8628E-022   1.0522E-021   4.0601E-022   3.9227E-022   3.9322E-022   3.9610E-022   2.9733E-022   3.1922E-022   3.1972E-022   5.5498E-020 
  8.091663343E+014   1.1991E+002   4.7716E+002   7.4981E-001   1.6586E-001   5.3895E-002   2.0276E-002   7.2535E-003   2.4759E-003   3.3914E-004   7.5716E-005   2.2225E-005   1.8649E-011   3.7704E-012   1.0631E-012   3.2340E-013   4.3159E-019   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.104918998E+014   1.2204E+002   4.5495E+002   7.6442E-001   1.5916E-001   4.9653E-002   1.8160E-002   6.3896E-003   1.9110E-003   2.4022E-004   5.0567E-005   1.4260E-005   5.8498E-012   1.1094E-012   2.9992E-013   8.9042E-014   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.111475984E+014   1.2311E+002   4.4778E+002   7.6942E-001   1.5676E-001   4.8227E-002   1.7470E-002   6.1122E-003   1.7470E-003   2.1295E-004   4.3938E-005   1.2224E-005   3.9150E-012   7.2635E-013   1.9356E-013   5.6989E-014   1.6450E-019   4.4922E-019   5.0263E-020   4.8497E-021   9.2747E-021   3.0734E-021   2.2686E-020   1.5023E-020   1.1419E-020   9.7201E-021   4.0349E-021   4.8596E-021   5.0346E-021   7.7905E-021   2.9789E-021   2.8773E-021   2.8841E-021   2.9055E-021   2.1786E-021   2.3410E-021   2.3452E-021   4.1362E-019 
  8.113478950E+014   1.2345E+002   4.4562E+002   7.7094E-001   1.5602E-001   4.7795E-002   1.7262E-002   6.0292E-003   1.6995E-003   2.0519E-004   4.2080E-005   1.1659E-005   3.4607E-012   6.3776E-013   1.6920E-013   4.9691E-014   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.115481916E+014   1.2378E+002   4.4347E+002   7.7246E-001   1.5527E-001   4.7362E-002   1.7056E-002   5.9466E-003   1.6529E-003   1.9765E-004   4.0284E-005   1.1115E-005   3.0558E-012   5.5933E-013   1.4774E-013   4.3275E-014   3.3870E-021   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.116870249E+014   1.2401E+002   4.4198E+002   7.7352E-001   1.5475E-001   4.7061E-002   1.6912E-002   5.8894E-003   1.6210E-003   1.9255E-004   3.9075E-005   1.0751E-005   2.8013E-012   5.1033E-013   1.3438E-013   3.9291E-014   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.117804142E+014   1.2417E+002   4.4097E+002   7.7424E-001   1.5440E-001   4.6859E-002   1.6816E-002   5.8511E-003   1.5999E-003   1.8917E-004   3.8278E-005   1.0511E-005   2.6414E-012   4.7965E-013   1.2603E-013   3.6807E-014   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.118497839E+014   1.2428E+002   4.4023E+002   7.7477E-001   1.5414E-001   4.6708E-002   1.6744E-002   5.8227E-003   1.5843E-003   1.8669E-004   3.7694E-005   1.0335E-005   2.5281E-012   4.5799E-013   1.2016E-013   3.5059E-014   4.6291E-020   9.4525E-020   1.1054E-020   9.4063E-022   1.8116E-021   5.8195E-022   4.4950E-021   2.9482E-021   2.2282E-021   1.8918E-021   7.8204E-022   9.4429E-022   9.7792E-022   1.5214E-021   5.7793E-022   5.5825E-022   5.5962E-022   5.6384E-022   4.2256E-022   4.5420E-022   4.5506E-022   8.1201E-020 
  8.119243751E+014   1.2441E+002   4.3943E+002   7.7534E-001   1.5385E-001   4.6546E-002   1.6668E-002   5.7921E-003   1.5676E-003   1.8405E-004   3.7074E-005   1.0149E-005   2.4114E-012   4.3573E-013   1.1412E-013   3.3266E-014   1.0977E-020   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.132729303E+014   1.2670E+002   4.2524E+002   7.8568E-001   1.4864E-001   4.3643E-002   1.5310E-002   5.2564E-003   1.2903E-003   1.4150E-004   2.7312E-005   7.2653E-006   1.0107E-012   1.7420E-013   4.4238E-014   1.2667E-014   9.0829E-020   3.2664E-019   3.3785E-020   3.3113E-021   6.4923E-021   1.9563E-021   1.6573E-020   1.0651E-020   7.9519E-021   6.7139E-021   2.7501E-021   3.3400E-021   3.4553E-021   5.4438E-021   2.0362E-021   1.9671E-021   1.9724E-021   1.9878E-021   1.4879E-021   1.6005E-021   1.6038E-021   2.9415E-019 
  8.146849447E+014   1.2916E+002   4.1133E+002   7.9621E-001   1.4314E-001   4.0735E-002   1.3987E-002   4.7421E-003   1.0511E-003   1.0706E-004   1.9769E-005   5.1057E-006   4.0457E-013   6.6364E-014   1.6318E-014   4.5860E-015   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
