     distance         timeN            Tn            nH          x(H)         x(H2)         x(He)          x(C)         x(CH)        x(CH2)        x(CH3)        x(CH4)          x(O)         x(O2)         x(OH)        x(H2O)         x(CO)        x(CO2)         x(C2)        x(C2H)       x(C2H2)         x(C3)        x(C3H)       x(C3H2)       x(CH4O)        x(HCO)       x(H2CO)      x(H2CO2)          x(N)         x(NH)        x(NH2)        x(NH3)         x(CN)        x(HCN)        x(HNC)         x(N2)         x(NO)          x(S)         x(SH)        x(H2S)         x(CS)         x(SO)        x(SO2)        x(OCS)         x(Si)        x(SiH)       x(SiH2)       x(SiH3)       x(SiH4)        x(SiO)       x(SiO2)         x(Mg)         x(Fe)     x(C54H18)          x(G)       x(H2O*)        x(O2*)        x(CO*)       x(CO2*)       x(CH4*)       x(NH3*)        x(N2*)      x(CH4O*)      x(H2CO*)     x(H2CO2*)       x(OCS*)       x(H2S*)        x(Fe*)      x(SiH4*)       x(SiO*)      x(SiO2*)        x(O**)       x(Si**)       x(Mg**)       x(Fe**)        x(C**)         x(H+)        x(H2+)        x(H3+)        x(He+)         x(C+)        x(CH+)       x(CH2+)       x(CH3+)       x(CH4+)       x(CH5+)         x(O+)        x(O2+)        x(OH+)       x(H2O+)       x(H3O+)        x(CO+)       x(HCO+)      x(HCO2+)      x(H2CO+)      x(H3CO+)      x(CH4O+)      x(CH5O+)        x(C2+)       x(C2H+)      x(C2H2+)      x(C2H3+)        x(C3+)       x(C3H+)      x(C3H2+)      x(C3H3+)         x(N+)        x(NH+)       x(NH2+)       x(NH3+)       x(NH4+)        x(CN+)       x(C2N+)       x(HCN+)      x(H2CN+)      x(H2NC+)        x(N2+)       x(N2H+)        x(NO+)       x(HNO+)         x(S+)        x(SH+)       x(H2S+)       x(H3S+)        x(CS+)       x(HCS+)        x(SO+)       x(HSO+)      x(HSO2+)      x(HOCS+)        x(Si+)       x(SiH+)      x(SiH2+)      x(SiH3+)      x(SiH4+)      x(SiH5+)       x(SiO+)      x(SiOH+)        x(Fe+)    x(C54H18+)         x(G+)    x(C54H18-)         x(G-) 
  8.074833984E+014   1.1743E+002   6.9505E+002   1.0196E+007   9.4455E-001   2.7726E-002   9.9907E-002   8.8299E-005   1.1938E-011   2.4070E-014   7.4276E-013   3.0466E-012   2.0914E-004   9.3570E-007   1.9766E-006   3.3116E-005   1.5006E-005   3.9458E-009   1.4319E-020   1.1312E-019   2.7166E-014   5.3356E-030   7.6058E-023   4.2206E-021   5.0671E-007   7.6100E-006   9.1441E-015   7.1476E-006   3.2763E-005   1.2748E-012   9.6989E-015   2.9543E-013   2.4476E-008   2.8583E-006   3.0574E-012   1.4445E-005   3.8168E-007   1.8160E-005   2.4153E-012   1.7236E-017   1.2333E-007   1.5429E-007   3.2770E-008   3.3944E-014   1.8987E-006   1.7403E-023   6.3279E-029   5.4337E-034   3.0736E-033   7.4127E-007   5.4657E-010   9.9907E-017   1.4101E-008   9.9884E-007   9.4282E-014   2.9121E-006   9.2914E-008   4.0683E-008   1.2312E-011   7.2651E-007   2.9727E-007   7.0672E-006   2.4194E-008   9.1150E-008   8.5744E-008   1.4064E-009   1.3837E-007   6.3014E-011   1.5284E-008   1.6630E-009   7.4979E-013   1.3978E-004   3.0996E-005   3.6965E-005   3.2266E-005   1.6278E-004   7.1837E-012   1.9671E-016   2.0250E-014   3.3929E-012   2.3915E-012   8.2722E-016   6.4532E-016   1.4018E-013   1.0881E-019   1.2946E-017   1.1077E-015   2.3208E-013   3.1138E-015   8.8663E-014   1.0241E-010   7.8276E-018   1.1054E-012   9.4249E-015   6.7618E-020   1.6250E-012   1.6241E-012   7.7784E-016   2.4113E-022   2.0907E-022   2.8845E-021   5.2577E-019   3.3945E-029   1.0569E-023   8.9852E-022   5.0340E-020   6.3899E-015   1.1793E-016   5.5454E-016   5.2837E-014   2.2983E-013   5.1073E-016   1.0066E-017   8.8457E-015   2.2635E-010   9.3719E-020   2.9477E-016   1.6602E-013   3.5118E-012   1.6270E-016   2.0186E-011   1.1030E-016   9.1123E-023   5.4057E-023   3.4764E-016   3.8687E-014   1.1347E-011   4.4752E-014   1.3649E-016   3.2007E-015   2.7686E-009   1.9710E-016   2.6081E-019   9.4961E-025   4.1862E-035   1.4909E-031   3.8894E-013   9.8502E-009   8.1607E-010   1.1921E-010   6.9745E-017   1.1138E-009   4.6257E-011 
  8.079573966E+014   1.1807E+002   5.8357E+002   1.1226E+007   9.2871E-001   3.5645E-002   9.9908E-002   8.4971E-005   2.2764E-011   4.0871E-014   1.7292E-013   2.5242E-012   2.0128E-004   1.3004E-006   1.2939E-006   3.7540E-005   1.7885E-005   4.5198E-009   9.3974E-021   7.6899E-020   2.7127E-014   5.6311E-030   5.9014E-023   3.2783E-021   5.0594E-007   7.5980E-006   6.1657E-015   7.1387E-006   3.2334E-005   1.4196E-013   1.9448E-014   8.6006E-013   2.4867E-008   3.0758E-006   3.1745E-012   1.4548E-005   2.6243E-007   1.8185E-005   2.2001E-013   2.1085E-017   1.1015E-007   1.0679E-007   4.0688E-008   2.3140E-014   1.7727E-006   5.6525E-024   1.0498E-029   2.9962E-034   2.5129E-033   8.6716E-007   7.1273E-010   9.9908E-017   1.4188E-008   9.9722E-007   7.1736E-014   3.4226E-006   9.4663E-008   6.7216E-008   1.7754E-011   9.4381E-007   3.7655E-007   7.0905E-006   2.4955E-008   1.0315E-007   9.4693E-008   1.4064E-009   1.6599E-007   7.9103E-011   1.8224E-008   2.6958E-009   1.4446E-012   1.3978E-004   3.0996E-005   3.6966E-005   3.2266E-005   1.6278E-004   5.7883E-012   2.2745E-016   2.9312E-014   2.7771E-012   1.9583E-012   6.8669E-016   8.1958E-016   2.2515E-013   2.0405E-019   4.4571E-017   8.0954E-016   2.8320E-013   1.9967E-015   6.2749E-014   1.0089E-010   5.7213E-018   1.0909E-012   6.9027E-015   5.2996E-020   1.7820E-012   1.7801E-012   1.5474E-015   3.0424E-022   2.5738E-022   3.8633E-021   5.0946E-019   1.5000E-029   7.7117E-024   9.9104E-022   5.5099E-020   4.9824E-015   1.2536E-016   5.8953E-016   5.8170E-014   4.6466E-013   3.4987E-016   9.6086E-018   5.9777E-015   3.1814E-010   2.4843E-019   1.9709E-016   1.2561E-013   3.1665E-012   1.0246E-016   1.6798E-011   1.0338E-016   2.5563E-023   6.6236E-023   1.9273E-016   4.4526E-014   1.2942E-011   5.4845E-014   3.3431E-016   5.5520E-015   6.2756E-010   1.8434E-016   1.3946E-019   2.5915E-025   5.7495E-036   7.2714E-032   4.6314E-014   7.9525E-009   7.1277E-010   7.1738E-011   3.3801E-017   2.7875E-009   4.6280E-011 
  8.082080711E+014   1.1844E+002   5.4393E+002   1.1638E+007   9.1839E-001   4.0805E-002   9.9908E-002   8.3286E-005   3.0402E-011   5.3118E-014   1.0125E-013   2.4128E-012   1.9838E-004   1.3162E-006   1.0292E-006   3.8858E-005   1.9340E-005   4.8163E-009   6.9458E-021   6.2334E-020   2.7101E-014   5.5043E-030   4.7893E-023   2.7000E-021   5.0544E-007   7.5901E-006   5.8061E-015   7.1328E-006   3.2131E-005   9.8080E-014   2.6867E-014   1.3215E-012   2.2460E-008   3.1602E-006   3.0854E-012   1.4593E-005   2.0934E-007   1.8197E-005   7.6091E-014   2.4416E-017   9.8553E-008   8.6059E-008   4.3223E-008   1.7902E-014   1.7041E-006   3.6196E-024   6.9498E-030   3.5195E-034   3.5271E-033   9.3430E-007   7.9987E-010   9.9908E-017   1.4234E-008   9.9621E-007   7.7749E-014   3.7554E-006   9.5970E-008   8.6982E-008   2.1708E-011   1.0835E-006   4.2853E-007   7.1060E-006   2.5456E-008   1.1106E-007   1.0060E-007   1.4064E-009   1.8422E-007   8.9778E-011   2.0065E-008   3.4581E-009   1.9932E-012   1.3978E-004   3.0996E-005   3.6966E-005   3.2266E-005   1.6278E-004   5.3877E-012   2.4958E-016   3.6479E-014   2.5602E-012   1.8366E-012   6.5330E-016   8.8271E-016   2.7795E-013   2.7095E-019   7.8000E-017   7.2222E-016   2.7537E-013   1.6800E-015   5.2818E-014   1.0273E-010   4.8661E-018   1.1103E-012   5.6985E-015   5.2177E-020   2.0420E-012   2.0391E-012   2.3835E-015   3.3768E-022   2.8379E-022   4.5582E-021   5.7072E-019   9.9721E-030   6.7183E-024   1.0451E-021   6.0101E-020   4.3486E-015   1.2760E-016   6.0012E-016   6.0391E-014   6.9261E-013   2.8944E-016   9.6346E-018   4.9947E-015   3.9879E-010   4.2228E-019   1.6193E-016   1.1381E-013   3.1339E-012   8.5176E-017   1.5972E-011   1.0618E-016   2.5794E-023   7.8763E-023   1.3978E-016   4.9227E-014   1.3622E-011   5.9638E-014   5.2328E-016   7.1442E-015   2.6283E-010   1.8247E-016   1.2507E-019   2.4023E-025   3.6275E-036   8.2202E-032   1.4332E-014   7.0913E-009   6.5634E-010   6.5263E-011   3.6319E-017   3.8077E-009   4.6274E-011 
  8.084299576E+014   1.1877E+002   5.1878E+002   1.1918E+007   9.0835E-001   4.5825E-002   9.9908E-002   8.1900E-005   3.7236E-011   6.5258E-014   7.4387E-014   2.3710E-012   1.9626E-004   1.2629E-006   8.6411E-007   3.9710E-005   2.0522E-005   5.0652E-009   5.2057E-021   5.2546E-020   2.7075E-014   5.1337E-030   3.8070E-023   2.2440E-021   5.0495E-007   7.5824E-006   5.7579E-015   7.1270E-006   3.1962E-005   9.0585E-014   3.3976E-014   1.8168E-012   1.9814E-008   3.2200E-006   2.9367E-012   1.4626E-005   1.7374E-007   1.8201E-005   3.6485E-014   2.7538E-017   8.8428E-008   7.2409E-008   4.4822E-008   1.4397E-014   1.6459E-006   2.7886E-024   5.5879E-030   4.5765E-034   5.2062E-033   9.9055E-007   8.7411E-010   9.9908E-017   1.4273E-008   9.9552E-007   9.3547E-014   4.0805E-006   9.7232E-008   1.0779E-007   2.5822E-011   1.2185E-006   4.7941E-007   7.1212E-006   2.5949E-008   1.1884E-007   1.0640E-007   1.4064E-009   2.0214E-007   1.0031E-010   2.1809E-008   4.2590E-009   2.5899E-012   1.3978E-004   3.0996E-005   3.6966E-005   3.2266E-005   1.6278E-004   5.1365E-012   2.7205E-016   4.4304E-014   2.4156E-012   1.7670E-012   6.3613E-016   9.1970E-016   3.2609E-013   3.3850E-019   1.1871E-016   6.6745E-016   2.5669E-013   1.4940E-015   4.5869E-014   1.0517E-010   4.2463E-018   1.1358E-012   4.9292E-015   5.4850E-020   2.3641E-012   2.3599E-012   3.5078E-015   3.5759E-022   2.9946E-022   5.0815E-021   6.3625E-019   7.1881E-030   6.0128E-024   1.0735E-021   6.6093E-020   3.8311E-015   1.2758E-016   6.0005E-016   6.1252E-014   9.6826E-013   2.4785E-016   9.7469E-018   4.3204E-015   4.8699E-010   6.5359E-019   1.3791E-016   1.0665E-013   3.1708E-012   7.5819E-017   1.5640E-011   1.1093E-016   2.9288E-023   9.3445E-023   1.0633E-016   5.4024E-014   1.4243E-011   6.3937E-014   7.6080E-016   8.7409E-015   1.2972E-010   1.8244E-016   1.3007E-019   2.6072E-025   3.0035E-036   1.0388E-031   5.9647E-015   6.5148E-009   6.0698E-010   6.7364E-011   4.9198E-017   4.4996E-009   4.6258E-011 
  8.085583906E+014   1.1896E+002   5.0767E+002   1.2048E+007   9.0223E-001   4.8886E-002   9.9908E-002   8.1147E-005   4.0914E-011   7.2629E-014   6.5735E-014   2.3628E-012   1.9515E-004   1.2183E-006   7.9477E-007   4.0119E-005   2.1157E-005   5.2038E-009   4.4267E-021   4.8166E-020   2.7059E-014   4.8448E-030   3.3014E-023   2.0281E-021   5.0464E-007   7.5776E-006   5.7918E-015   7.1234E-006   3.1867E-005   8.9554E-014   3.8099E-014   2.1401E-012   1.8356E-008   3.2496E-006   2.8531E-012   1.4642E-005   1.5812E-007   1.8201E-005   2.6067E-014   2.9355E-017   8.3247E-008   6.6492E-008   4.5561E-008   1.2885E-014   1.6139E-006   2.5206E-024   5.1008E-030   5.3867E-034   6.5057E-033   1.0213E-006   9.1592E-010   9.9908E-017   1.4294E-008   9.9522E-007   1.0621E-013   4.2795E-006   9.7977E-008   1.2117E-007   2.8451E-011   1.3006E-006   5.1060E-007   7.1306E-006   2.6252E-008   1.2362E-007   1.0997E-007   1.4064E-009   2.1315E-007   1.0680E-010   2.2854E-008   4.7738E-009   2.9822E-012   1.3978E-004   3.0996E-005   3.6966E-005   3.2266E-005   1.6278E-004   5.0204E-012   2.8603E-016   4.9473E-014   2.3472E-012   1.7378E-012   6.2932E-016   9.3480E-016   3.5419E-013   3.8145E-019   1.4690E-016   6.4239E-016   2.4388E-013   1.4141E-015   4.2497E-014   1.0670E-010   3.9476E-018   1.1522E-012   4.6062E-015   5.7504E-020   2.5816E-012   2.5764E-012   4.3579E-015   3.6368E-022   3.0413E-022   5.3046E-021   6.7300E-019   6.0639E-030   5.6579E-024   1.0785E-021   7.0123E-020   3.5516E-015   1.2671E-016   5.9597E-016   6.1255E-014   1.1567E-012   2.2818E-016   9.8342E-018   3.9955E-015   5.4383E-010   8.2716E-019   1.2641E-016   1.0349E-013   3.2108E-012   7.2570E-017   1.5573E-011   1.1441E-016   3.2080E-023   1.0352E-022   9.1681E-017   5.7048E-014   1.4617E-011   6.6482E-014   9.3427E-016   9.7411E-015   9.2845E-011   1.8272E-016   1.3793E-019   2.7918E-025   2.8407E-036   1.2040E-031   4.0558E-015   6.2523E-009   5.7910E-010   7.0886E-011   6.1401E-017   4.7897E-009   4.6246E-011 
  8.087253102E+014   1.1922E+002   4.9623E+002   1.2188E+007   8.9400E-001   5.3002E-002   9.9909E-002   8.0215E-005   4.5197E-011   8.2419E-014   5.8488E-014   2.3644E-012   1.9378E-004   1.1566E-006   7.2795E-007   4.0594E-005   2.1933E-005   5.3798E-009   3.6389E-021   4.3599E-020   2.7038E-014   4.4442E-030   2.7436E-023   1.8068E-021   5.0423E-007   7.5711E-006   5.8849E-015   7.1186E-006   3.1746E-005   8.9582E-014   4.3372E-014   2.6017E-012   1.6699E-008   3.2841E-006   2.7688E-012   1.4660E-005   1.4265E-007   1.8196E-005   1.8386E-014   3.1690E-017   7.7580E-008   6.0686E-008   4.6383E-008   1.1420E-014   1.5741E-006   2.3088E-024   4.6710E-030   6.6398E-034   8.5517E-033   1.0592E-006   9.6941E-010   9.9909E-017   1.4320E-008   9.9494E-007   1.2505E-013   4.5481E-006   9.8944E-008   1.3992E-007   3.2124E-011   1.4107E-006   5.5276E-007   7.1434E-006   2.6662E-008   1.3009E-007   1.1480E-007   1.4064E-009   2.2807E-007   1.1561E-010   2.4238E-008   5.4952E-009   3.5422E-012   1.3978E-004   3.0996E-005   3.6966E-005   3.2266E-005   1.6278E-004   4.8918E-012   3.0504E-016   5.6885E-014   2.2711E-012   1.7083E-012   6.2272E-016   9.4952E-016   3.9096E-013   4.4213E-019   1.8834E-016   6.1504E-016   2.2720E-013   1.3317E-015   3.8701E-014   1.0871E-010   3.6226E-018   1.1743E-012   4.3018E-015   6.1876E-020   2.8891E-012   2.8823E-012   5.7072E-015   3.6579E-022   3.0549E-022   5.4937E-021   7.1590E-019   4.9663E-030   5.2438E-024   1.0726E-021   7.5832E-020   3.2131E-015   1.2479E-016   5.8697E-016   6.0788E-014   1.4262E-012   2.0543E-016   9.9631E-018   3.6285E-015   6.2238E-010   1.1020E-018   1.1357E-016   1.0018E-013   3.2761E-012   7.0420E-017   1.5584E-011   1.1960E-016   3.6388E-023   1.1841E-022   7.6792E-017   6.1253E-014   1.5115E-011   6.9869E-014   1.2043E-015   1.1125E-014   6.7163E-011   1.8328E-016   1.5183E-019   3.0722E-025   2.7480E-036   1.4555E-031   2.8259E-015   5.9735E-009   5.4392E-010   7.7062E-011   8.2092E-017   5.0667E-009   4.6227E-011 
  8.091663343E+014   1.1991E+002   4.7716E+002   1.2447E+007   8.7118E-001   6.4411E-002   9.9909E-002   7.7951E-005   5.3454E-011   1.0869E-013   4.9842E-014   2.4146E-012   1.9033E-004   1.0185E-006   6.3752E-007   4.1697E-005   2.3770E-005   5.8369E-009   2.3987E-021   3.5391E-020   2.6980E-014   3.5485E-030   1.7752E-023   1.4904E-021   5.0307E-007   7.5529E-006   6.3238E-015   7.1050E-006   3.1430E-005   9.3433E-014   5.6832E-014   4.0601E-012   1.3780E-008   3.3622E-006   2.7124E-012   1.4696E-005   1.2111E-007   1.8170E-005   1.0516E-014   3.7601E-017   6.8637E-008   5.2767E-008   4.8137E-008   9.5524E-015   1.4782E-006   2.1542E-024   4.2343E-030   1.1072E-033   1.5979E-032   1.1496E-006   1.1102E-009   9.9909E-017   1.4381E-008   9.9452E-007   1.7699E-013   5.3000E-006   1.0143E-007   1.9606E-007   4.3106E-011   1.7154E-006   6.7098E-007   7.1794E-006   2.7817E-008   1.4832E-007   1.2841E-007   1.4064E-009   2.7009E-007   1.4055E-010   2.7973E-008   7.6580E-009   5.2851E-012   1.3978E-004   3.0997E-005   3.6966E-005   3.2266E-005   1.6278E-004   4.6242E-012   3.5809E-016   8.0093E-014   2.1160E-012   1.6592E-012   6.1312E-016   9.7359E-016   4.9052E-013   6.3388E-019   3.2334E-016   5.6053E-016   1.9100E-013   1.1873E-015   3.1074E-014   1.1421E-010   3.0561E-018   1.2356E-012   3.9598E-015   7.6942E-020   3.7718E-012   3.7591E-012   1.0751E-014   3.4815E-022   2.9024E-022   5.5242E-021   7.9424E-019   3.2142E-030   4.3540E-024   1.0089E-021   9.2533E-020   2.4626E-015   1.1697E-016   5.5017E-016   5.7819E-014   2.2059E-012   1.6126E-016   1.0356E-017   2.8908E-015   8.4403E-010   2.1406E-018   8.8109E-017   9.4320E-014   3.4893E-012   7.3956E-017   1.5958E-011   1.3651E-016   5.1311E-023   1.6856E-022   5.2926E-017   7.3891E-014   1.6485E-011   7.9434E-014   2.1983E-015   1.5310E-014   4.6470E-011   1.8563E-016   2.0109E-019   3.9528E-025   2.8763E-036   2.3070E-031   1.7577E-015   5.4696E-009   4.5809E-010   9.6568E-011   1.5270E-016   5.4693E-009   4.6175E-011 
  8.104918998E+014   1.2204E+002   4.5495E+002   1.2866E+007   7.9819E-001   1.0091E-001   9.9910E-002   7.1778E-005   6.3092E-011   1.9027E-013   4.5820E-014   2.8094E-012   1.7936E-004   9.1608E-007   6.0516E-007   4.5182E-005   2.8532E-005   7.3637E-009   1.1839E-021   2.2740E-020   2.6785E-014   2.5923E-030   7.9229E-024   1.4464E-021   4.9918E-007   7.4916E-006   8.1511E-015   7.0592E-006   3.0451E-005   1.1709E-013   9.2479E-014   1.0461E-011   1.0941E-008   3.5779E-006   3.1952E-012   1.4763E-005   1.1662E-007   1.8024E-005   6.6537E-015   5.4458E-017   6.9095E-008   5.2233E-008   5.2735E-008   1.0659E-014   1.2324E-006   2.7613E-024   5.1121E-030   3.7107E-033   6.1865E-032   1.3761E-006   1.5894E-009   9.9910E-017   1.4489E-008   9.9393E-007   2.9907E-013   7.7883E-006   1.0872E-007   4.1402E-007   8.6765E-011   2.6932E-006   1.0646E-006   7.3018E-006   3.1708E-008   2.0968E-007   1.7428E-007   1.4065E-009   4.1159E-007   2.2549E-010   3.9158E-008   1.6058E-008   1.2918E-011   1.3979E-004   3.0997E-005   3.6966E-005   3.2267E-005   1.6278E-004   3.9901E-012   5.2028E-016   1.7734E-013   1.8046E-012   1.5715E-012   6.0246E-016   9.9855E-016   8.1408E-013   1.5085E-018   9.7375E-016   4.4654E-016   1.5237E-013   9.7503E-016   1.8870E-014   1.3131E-010   2.5583E-018   1.4189E-012   4.3956E-015   1.3720E-019   6.3221E-012   6.2736E-012   4.1459E-014   2.5041E-022   2.0859E-022   4.3018E-021   8.3086E-019   1.2696E-030   2.7509E-024   7.4435E-022   1.4609E-019   1.1975E-015   8.9737E-017   4.2210E-016   4.5349E-014   4.2750E-012   9.3420E-017   1.1662E-017   1.7004E-015   1.5111E-009   8.9444E-018   4.8736E-017   8.7217E-014   4.3332E-012   1.3153E-016   1.8280E-011   2.1045E-016   1.3420E-022   4.4424E-022   2.9529E-017   1.2217E-013   2.1238E-011   1.1846E-013   8.5486E-015   3.5013E-014   3.8193E-011   1.9446E-016   3.9991E-019   7.4004E-025   4.3371E-036   6.5486E-031   1.0172E-015   4.8262E-009   2.6607E-010   1.3840E-010   3.6999E-016   6.0310E-009   4.6053E-011 
  8.111475984E+014   1.2311E+002   4.4778E+002   1.3035E+007   7.6085E-001   1.1957E-001   9.9910E-002   6.8779E-005   6.5828E-011   2.3499E-013   4.5047E-014   3.1216E-012   1.7348E-004   9.2352E-007   5.9493E-007   4.7235E-005   3.0776E-005   8.2444E-009   9.2809E-022   1.9044E-020   2.6678E-014   2.4268E-030   5.9779E-024   1.4900E-021   4.9706E-007   7.4583E-006   8.9467E-015   7.0342E-006   2.9947E-005   1.2849E-013   1.0493E-013   1.4483E-011   1.0120E-008   3.6910E-006   3.4044E-012   1.4785E-005   1.1789E-007   1.7940E-005   5.8692E-015   6.3561E-017   7.1952E-008   5.3311E-008   5.5127E-008   1.1742E-014   1.1221E-006   3.0995E-024   5.7056E-030   5.9429E-033   1.0411E-031   1.4756E-006   1.8674E-009   9.9910E-017   1.4506E-008   9.9360E-007   3.6600E-013   9.1155E-006   1.1263E-007   5.4887E-007   1.1506E-010   3.1979E-006   1.2760E-006   7.3690E-006   3.3824E-008   2.4306E-007   1.9927E-007   1.4065E-009   4.8858E-007   2.7216E-010   4.4496E-008   2.1227E-008   1.8279E-011   1.3979E-004   3.0997E-005   3.6966E-005   3.2267E-005   1.6278E-004   3.6887E-012   5.9590E-016   2.3818E-013   1.6823E-012   1.5175E-012   5.9280E-016   9.9192E-016   9.7869E-013   2.0677E-018   1.4509E-015   3.9701E-016   1.4516E-013   9.0364E-016   1.5526E-014   1.3822E-010   2.4300E-018   1.4921E-012   4.6271E-015   1.7050E-019   7.4083E-012   7.3294E-012   6.7362E-014   2.1348E-022   1.7786E-022   3.7810E-021   8.1108E-019   8.7731E-031   2.2726E-024   6.4819E-022   1.7198E-019   8.8336E-016   7.8588E-017   3.6964E-016   3.9888E-014   5.0385E-012   7.5816E-017   1.2287E-017   1.3724E-015   1.8231E-009   1.4851E-017   3.8545E-017   8.6218E-014   4.8368E-012   1.7086E-016   1.9715E-011   2.5861E-016   2.0460E-022   6.7851E-022   2.4071E-017   1.4933E-013   2.4010E-011   1.4526E-013   1.4286E-014   4.9843E-014   3.4997E-011   1.9567E-016   5.1132E-019   9.4052E-025   4.9473E-036   9.5668E-031   8.1279E-016   4.7214E-009   2.0172E-010   1.5155E-010   5.1450E-016   6.3520E-009   4.5986E-011 
  8.113478950E+014   1.2345E+002   4.4562E+002   1.3087E+007   7.4933E-001   1.2533E-001   9.9910E-002   6.7869E-005   6.6673E-011   2.4954E-013   4.4738E-014   3.2340E-012   1.7165E-004   9.2442E-007   5.8939E-007   4.7895E-005   3.1449E-005   8.5275E-009   8.6569E-022   1.8107E-020   2.6644E-014   2.3833E-030   5.5155E-024   1.4976E-021   4.9638E-007   7.4477E-006   9.1655E-015   7.0263E-006   2.9791E-005   1.3171E-013   1.0790E-013   1.5791E-011   9.8677E-009   3.7260E-006   3.4503E-012   1.4791E-005   1.1784E-007   1.7914E-005   5.6227E-015   6.6550E-017   7.2630E-008   5.3452E-008   5.5865E-008   1.2017E-014   1.0898E-006   3.1865E-024   5.8667E-030   6.7826E-033   1.2064E-031   1.5045E-006   1.9568E-009   9.9910E-017   1.4508E-008   9.9348E-007   3.9010E-013   9.5335E-006   1.1388E-007   5.9392E-007   1.2474E-010   3.3546E-006   1.3428E-006   7.3904E-006   3.4497E-008   2.5366E-007   2.0721E-007   1.4065E-009   5.1304E-007   2.8704E-010   4.6096E-008   2.2947E-008   2.0170E-011   1.3979E-004   3.0997E-005   3.6966E-005   3.2267E-005   1.6278E-004   3.5983E-012   6.1819E-016   2.5824E-013   1.6477E-012   1.4994E-012   5.8908E-016   9.8794E-016   1.0287E-012   2.2485E-018   1.6189E-015   3.8254E-016   1.4277E-013   8.8386E-016   1.4689E-014   1.4003E-010   2.3843E-018   1.5116E-012   4.6722E-015   1.8087E-019   7.7211E-012   7.6309E-012   7.7004E-014   2.0398E-022   1.6995E-022   3.6475E-021   8.0402E-019   7.8926E-031   2.1512E-024   6.2354E-022   1.7976E-019   8.1082E-016   7.5641E-017   3.5569E-016   3.8419E-014   5.2461E-012   7.1515E-017   1.2475E-017   1.2906E-015   1.9169E-009   1.7027E-017   3.6072E-017   8.6144E-014   4.9979E-012   1.8314E-016   2.0183E-011   2.7494E-016   2.3138E-022   7.6769E-022   2.2638E-017   1.5791E-013   2.4906E-011   1.5447E-013   1.6481E-014   5.5078E-014   3.3973E-011   1.9553E-016   5.4621E-019   1.0047E-024   5.0824E-036   1.0606E-030   7.6048E-016   4.7074E-009   1.8523E-010   1.5549E-010   5.7173E-016   6.4633E-009   4.5962E-011 
  8.115481916E+014   1.2378E+002   4.4347E+002   1.3138E+007   7.3776E-001   1.3112E-001   9.9910E-002   6.6963E-005   6.7536E-011   2.6455E-013   4.4395E-014   3.3551E-012   1.6981E-004   9.2405E-007   5.8280E-007   4.8566E-005   3.2114E-005   8.8160E-009   8.0885E-022   1.7245E-020   2.6610E-014   2.3412E-030   5.0983E-024   1.5020E-021   4.9570E-007   7.4369E-006   9.3742E-015   7.0182E-006   2.9636E-005   1.3468E-013   1.1047E-013   1.7130E-011   9.6141E-009   3.7610E-006   3.4880E-012   1.4795E-005   1.1757E-007   1.7888E-005   5.3731E-015   6.9656E-017   7.3195E-008   5.3498E-008   5.6602E-008   1.2261E-014   1.0582E-006   3.2645E-024   6.0166E-030   7.7057E-033   1.3918E-031   1.5327E-006   2.0479E-009   9.9910E-017   1.4508E-008   9.9336E-007   4.1633E-013   9.9575E-006   1.1516E-007   6.4087E-007   1.3496E-010   3.5124E-006   1.4107E-006   7.4123E-006   3.5182E-008   2.6446E-007   2.1530E-007   1.4065E-009   5.3795E-007   3.0221E-010   4.7680E-008   2.4735E-008   2.2189E-011   1.3979E-004   3.0997E-005   3.6966E-005   3.2267E-005   1.6278E-004   3.5087E-012   6.4010E-016   2.7891E-013   1.6143E-012   1.4808E-012   5.8507E-016   9.8323E-016   1.0786E-012   2.4327E-018   1.7976E-015   3.6841E-016   1.4021E-013   8.6485E-016   1.3920E-014   1.4170E-010   2.3351E-018   1.5301E-012   4.7054E-015   1.9130E-019   8.0267E-012   7.9241E-012   8.7540E-014   1.9520E-022   1.6265E-022   3.5246E-021   7.9687E-019   7.1218E-031   2.0392E-024   6.0079E-022   1.8747E-019   7.4288E-016   7.2528E-017   3.4068E-016   3.6938E-014   5.4440E-012   6.7603E-017   1.2663E-017   1.2156E-015   2.0102E-009   1.9380E-017   3.3832E-017   8.6172E-014   5.1616E-012   1.9537E-016   2.0666E-011   2.9204E-016   2.6104E-022   8.6646E-022   2.1290E-017   1.6663E-013   2.5822E-011   1.6414E-013   1.8909E-014   6.0639E-014   3.2937E-011   1.9519E-016   5.8131E-019   1.0703E-024   5.1925E-036   1.1701E-030   7.1166E-016   4.7009E-009   1.7004E-010   1.5953E-010   6.3720E-016   6.5807E-009   4.5936E-011 
