     distance         timeN            Tn         E(H2)       E(13CO)         E(OH)        E(NH3)       E(r,CO)       E(v,CO)         E(CO)         W(CO)         G(CO)    E(r,o-H2O)    E(r,p-H2O)      E(v,H2O)        E(H2O)       W(oH2O)       G(oH2O)       W(pH2O)       G(pH2O)       W(oNH3)       G(oNH3)       W(pNH3)       G(pNH3)         W(OH)         G(OH)      W(atype)      G(atype)      W(etype)      G(etype)         E(C+)        E(Si+)          E(C)         E(Si)          E(O)         E(S+)         E(N+)        E(Fe+)       E(H+H2) 
  8.157164601E+014   1.3100E+002   4.0169E+002   1.3737E-015   2.5560E-016   1.1235E-015   2.4113E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.0499E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.8566E-025   1.1793E-021   6.0248E-019   4.5011E-018   1.2248E-015   3.8434E-047   1.7124E-032   1.1754E-020   1.7612E-107 
  8.166706446E+014   1.3273E+002   3.9288E+002   1.5453E-015   2.5285E-016   8.7725E-016   2.6619E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.0008E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.7589E-025   1.0196E-021   5.7505E-019   4.0090E-018   1.1710E-015   1.0247E-047   1.0411E-032   8.6065E-021   1.8991E-109 
  8.174573022E+014   1.3418E+002   3.8545E+002   1.6972E-015   2.4825E-016   6.9993E-016   2.8369E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.9327E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.6912E-025   9.0826E-022   5.5383E-019   3.6604E-018   1.1289E-015   3.1614E-048   6.9022E-033   6.9495E-021   3.5109E-111 
  8.183551252E+014   1.3585E+002   3.7643E+002   1.8832E-015   2.4066E-016   5.2389E-016   2.9982E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8253E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.6262E-025   7.9803E-022   5.3118E-019   3.3169E-018   1.0834E-015   7.0557E-049   4.3001E-033   5.6949E-021   2.2570E-113 
  8.210410925E+014   1.4101E+002   3.4144E+002   2.5232E-015   2.0501E-016   1.5365E-016   3.2012E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.3340E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.4822E-025   5.3175E-022   4.7319E-019   2.5612E-018   9.5827E-016   1.1036E-051   1.0472E-033   3.6135E-021   7.1086E-123 
  8.226955692E+014   1.4431E+002   3.0816E+002   2.9304E-015   1.7457E-016   4.0857E-017   3.0779E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.9300E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.3793E-025   3.9089E-022   4.4387E-019   2.2380E-018   8.7558E-016   1.0589E-054   5.9077E-034   2.5495E-021   1.2549E-133 
  8.241259020E+014   1.4725E+002   2.6750E+002   3.1709E-015   1.4356E-016   5.6361E-018   2.7761E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.5375E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.2147E-025   2.8037E-022   4.1952E-019   1.9866E-018   7.7854E-016   3.0761E-059   4.9511E-034   1.6022E-021   3.3406E-150 
  8.250183646E+014   1.4913E+002   2.3549E+002   3.1889E-015   1.2231E-016   7.8393E-019   2.4806E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.2771E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.0468E-025   2.1652E-022   4.0230E-019   1.8051E-018   6.9379E-016   6.4981E-064   4.7524E-034   1.0627E-021   2.8606E-167 
  8.257147806E+014   1.5063E+002   2.0719E+002   3.0776E-015   1.0498E-016   9.7918E-020   2.1909E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.0684E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.8709E-025   1.6667E-022   3.8637E-019   1.6281E-018   6.0911E-016   2.8966E-069   4.6853E-034   7.0078E-022   9.4308E-187 
  8.257582500E+014   1.5072E+002   2.0535E+002   3.0658E-015   1.0389E-016   8.5016E-020   2.1712E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.0553E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.8585E-025   1.6351E-022   3.8528E-019   1.6157E-018   6.0322E-016   1.1514E-069   4.6835E-034   6.8028E-022   3.2920E-188 
  8.262074480E+014   1.5170E+002   1.8588E+002   2.9035E-015   9.2539E-017   2.1397E-020   1.9583E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   9.2050E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.7215E-025   1.3066E-022   3.7322E-019   1.4761E-018   5.3794E-016   2.2247E-074   4.6825E-034   4.8454E-022   2.4351E-205 
  8.267273402E+014   1.5285E+002   1.6286E+002   2.6167E-015   7.9509E-017   8.1708E-021   1.6948E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   7.6755E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.5430E-025   9.3283E-023   3.5726E-019   1.2880E-018   4.5303E-016   2.0488E-081   4.7288E-034   2.9859E-022   7.1033E-231 
  8.269693718E+014   1.5339E+002   1.5218E+002   2.4477E-015   7.3576E-017   6.4355E-021   1.5687E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   6.9868E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.4537E-025   7.6898E-023   3.4902E-019   1.1910E-018   4.1069E-016   2.0909E-085   4.7715E-034   2.2846E-022   2.3905E-245 
  8.272301018E+014   1.5398E+002   1.4083E+002   2.2456E-015   6.7336E-017   5.1957E-021   1.4323E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   6.2687E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.3539E-025   6.0531E-023   3.3951E-019   1.0808E-018   3.6377E-016   2.5912E-090   4.8361E-034   1.6512E-022   3.9126E-263 
  8.273179112E+014   1.5418E+002   1.3706E+002   2.1741E-015   6.5279E-017   4.8456E-021   1.3865E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   6.0334E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.3196E-025   5.5393E-023   3.3616E-019   1.0426E-018   3.4779E-016   4.0171E-092   4.8628E-034   1.4662E-022   1.0824E-269 
  8.275734010E+014   1.5476E+002   1.2629E+002   1.9603E-015   5.9437E-017   3.9448E-021   1.2544E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   5.3700E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.2181E-025   4.1706E-023   3.2598E-019   9.2916E-019   3.0121E-016   6.8936E-098   4.9573E-034   1.0068E-022   1.3830E-290 
  8.279447239E+014   1.5561E+002   1.1132E+002   1.6458E-015   5.1400E-017   2.8753E-021   1.0681E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   4.4703E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.0677E-025   2.5575E-023   3.1002E-019   7.6206E-019   2.3498E-016   9.1946E-108   5.1491E-034   5.3272E-023   0.0000E+000 
  8.281230843E+014   1.5602E+002   1.0449E+002   1.4976E-015   4.7764E-017   2.4480E-021   9.8227E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   4.0690E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   9.9526E-026   1.9510E-023   3.0186E-019   6.8318E-019   2.0468E-016   3.2643E-113   5.2701E-034   3.7598E-023   0.0000E+000 
  8.282387048E+014   1.5628E+002   1.0020E+002   1.4038E-015   4.5495E-017   2.1983E-021   9.2832E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.8207E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   9.4850E-026   1.6155E-023   2.9641E-019   6.3329E-019   1.8585E-016   5.2165E-117   5.3607E-034   2.9522E-023   0.0000E+000 
  8.283353627E+014   1.5650E+002   9.6716E+001   1.3271E-015   4.3654E-017   2.0054E-021   8.8435E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.6205E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   9.0966E-026   1.3685E-023   2.9175E-019   5.9261E-019   1.7069E-016   2.3948E-120   5.4447E-034   2.3880E-023   0.0000E+000 
  8.284019650E+014   1.5666E+002   9.4366E+001   1.2754E-015   4.2416E-017   1.8804E-021   8.5470E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.4867E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   8.8309E-026   1.2153E-023   2.8850E-019   5.6523E-019   1.6059E-016   9.7835E-123   5.5072E-034   2.0523E-023   0.0000E+000 
  8.287075335E+014   1.5737E+002   8.4177E+001   1.0514E-015   3.7074E-017   1.3852E-021   7.2619E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.9164E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   7.6395E-026   6.7315E-024   2.7310E-019   4.4807E-019   1.1833E-016   1.2184E-134   5.8503E-034   9.6744E-024   0.0000E+000 
  8.289365807E+014   1.5790E+002   7.7209E+001   9.0039E-016   3.3447E-017   1.0899E-021   6.3867E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.5371E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   6.7876E-026   4.1147E-024   2.6112E-019   3.7110E-019   9.1541E-017   1.3626E-144   6.1793E-034   5.1749E-024   0.0000E+000 
  8.291170416E+014   1.5832E+002   7.2135E+001   7.9274E-016   3.0820E-017   8.9702E-022   5.7536E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.2671E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   6.1482E-026   2.7120E-024   2.5148E-019   3.1774E-019   7.3548E-017   4.7554E-153   6.4914E-034   3.0459E-024   0.0000E+000 
  8.296395000E+014   1.5955E+002   5.9459E+001   5.3753E-016   2.4314E-017   4.9766E-022   4.2002E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.6206E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.4877E-026   7.0809E-025   2.2300E-019   1.9888E-019   3.6051E-017   1.7058E-180   7.7370E-034   5.4997E-025   0.0000E+000 
  8.299542614E+014   1.6030E+002   5.3152E+001   4.2108E-016   2.1116E-017   3.4373E-022   3.4525E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.3176E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.6387E-026   2.8825E-025   2.0578E-019   1.4931E-019   2.2250E-017   4.9709E-199   8.8139E-034   1.7411E-025   0.0000E+000 
  8.301830893E+014   1.6084E+002   4.9121E+001   3.5151E-016   1.9090E-017   2.6115E-022   2.9880E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.1322E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.0955E-026   1.4437E-025   1.9340E-019   1.2128E-019   1.5315E-017   2.2577E-213   9.8025E-034   7.1699E-026   0.0000E+000 
  8.306909118E+014   1.6205E+002   4.1608E+001   2.3411E-016   1.5357E-017   1.4006E-022   2.1613E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   8.0759E-016  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.1057E-026   2.8144E-026   1.6678E-019   7.6536E-020   6.2974E-018   1.5902E-247   1.2824E-033   8.7442E-027   0.0000E+000 
  8.314328910E+014   1.6382E+002   3.3458E+001   1.2859E-016   1.1393E-017   5.5388E-023   1.3473E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   4.9534E-016  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1337E-026   2.1340E-027   1.3138E-019   3.8569E-020   1.5336E-018   6.3531E-302   2.0287E-033   3.1290E-028   0.0000E+000 
  8.324721467E+014   1.6631E+002   2.5936E+001   5.5759E-017   7.8414E-018   1.5363E-023   7.1291E-022   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.5751E-016  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.5157E-027   4.8453E-029   9.1393E-020   1.4147E-020   1.9010E-019   0.0000E+000   4.0932E-033   2.3424E-030   0.0000E+000 
  8.344155873E+014   1.7099E+002   1.8532E+001   1.1903E-017   4.4720E-018   1.8366E-024   2.5367E-022   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   8.9010E-017  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   9.0589E-028   5.7931E-032   4.6304E-020   2.2643E-021   4.5983E-021   0.0000E+000   1.1748E-032   4.1950E-034   0.0000E+000 
  8.356385733E+014   1.7394E+002   1.6099E+001   4.4703E-018   3.3850E-018   6.3182E-025   1.4924E-022   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   5.1470E-017  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.9328E-028   1.4712E-033   3.1501E-020   8.3458E-022   6.2706E-022   0.0000E+000   1.2657E-032   4.4414E-036   0.0000E+000 
  8.390655961E+014   1.8223E+002   1.2837E+001   2.5354E-019   1.8735E-018   9.1680E-026   5.1398E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.6514E-017  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   8.1505E-029   7.5009E-037   1.3127E-020   1.0917E-022   1.1660E-023   0.0000E+000   7.0402E-033   6.6586E-040   0.0000E+000 
  8.418309774E+014   1.8892E+002   1.1756E+001   2.3724E-020   1.2933E-018   4.3084E-026   3.0100E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   8.6482E-018  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.1271E-029   2.9062E-038   7.4586E-021   3.8643E-023   1.6385E-024   0.0000E+000   4.9058E-033   1.1935E-041   0.0000E+000 
  8.449085272E+014   1.9637E+002   1.1160E+001   4.5883E-021   8.9774E-019   3.0251E-026   2.0398E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   4.8755E-018  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.7719E-029   4.4167E-039   4.2619E-021   1.7558E-023   3.9584E-025   0.0000E+000   4.0892E-033   8.9752E-043   0.0000E+000 
  8.490162265E+014   2.0632E+002   1.0822E+001   3.6185E-021   5.7014E-019   2.9730E-026   1.5015E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.5727E-018  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.2773E-029   1.4474E-039   2.1251E-021   8.6338E-024   1.2148E-025   0.0000E+000   3.9462E-033   1.6804E-043   0.0000E+000 
  8.640402221E+014   2.4272E+002   1.1007E+001   3.6922E-021   1.1484E-019   1.0571E-025   1.2473E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.6346E-019  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.9342E-029   1.9558E-039   1.8341E-022   2.2404E-024   2.0054E-026   0.0000E+000   5.8475E-033   1.9912E-043   0.0000E+000 
  8.798373622E+014   2.8098E+002   1.1702E+001   3.7884E-021   2.0329E-020   2.8446E-025   1.5458E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   4.8498E-020  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.4514E-029   7.0983E-039   1.2980E-023   9.9945E-025   6.1654E-027   0.0000E+000   5.2123E-033   1.4123E-042   0.0000E+000 
  8.806993428E+014   2.8306E+002   1.1740E+001   3.7929E-021   1.8459E-020   2.9484E-025   1.5650E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   4.3332E-020  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.3602E-029   7.6148E-039   1.1197E-023   9.6694E-025   5.7455E-027   0.0000E+000   5.0073E-033   1.5504E-042   0.0000E+000 
  8.810952964E+014   2.8402E+002   1.1758E+001   3.7932E-021   1.7657E-020   2.9897E-025   1.5738E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   4.1144E-020  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.3177E-029   7.8649E-039   1.0461E-023   9.5313E-025   5.5606E-027   0.0000E+000   4.8923E-033   1.6172E-042   0.0000E+000 
  8.813929913E+014   2.8474E+002   1.1771E+001   3.7938E-021   1.7076E-020   3.0223E-025   1.5804E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.9570E-020  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.2854E-029   8.0583E-039   9.9397E-024   9.4293E-025   5.4248E-027   0.0000E+000   4.8597E-033   1.6687E-042   0.0000E+000 
  8.884433659E+014   3.0181E+002   1.2073E+001   3.8016E-021   7.6860E-021   3.7130E-025   1.7371E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.5574E-020  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.5300E-029   1.4351E-038   2.9279E-024   7.6400E-025   2.9186E-027   0.0000E+000   2.5854E-033   3.2642E-042   0.0000E+000 
