     distance         timeN            Tn         E(H2)       E(13CO)         E(OH)        E(NH3)       E(r,CO)       E(v,CO)         E(CO)         W(CO)         G(CO)    E(r,o-H2O)    E(r,p-H2O)      E(v,H2O)        E(H2O)       W(oH2O)       G(oH2O)       W(pH2O)       G(pH2O)       W(oNH3)       G(oNH3)       W(pNH3)       G(pNH3)         W(OH)         G(OH)      W(atype)      G(atype)      W(etype)      G(etype)         E(C+)        E(Si+)          E(C)         E(Si)          E(O)         E(S+)         E(N+)        E(Fe+)       E(H+H2) 
  4.836619462E+014   4.8073E+001   8.4614E+003   6.7103E-019   8.8228E-022   2.9682E-019   4.2785E-025   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.0642E-021  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1658E-022   1.3115E-017   9.5554E-019   6.9532E-019   3.2526E-016   3.4455E-022   6.3561E-023   4.4504E-017   2.0710E-018 
  5.488857369E+014   5.7108E+001   7.6498E+003   1.1747E-018   1.0368E-021   5.6614E-019   6.8090E-025   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   7.5496E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.2635E-023   1.1469E-017   6.9402E-019   1.0922E-018   3.4976E-016   9.1496E-023   4.2553E-023   3.5316E-017   4.2726E-019 
  6.796846285E+014   7.9292E+001   5.7384E+003   8.7226E-018   1.1888E-020   6.1846E-018   3.2047E-024   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.4937E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   8.5450E-025   6.9179E-018   3.5623E-019   2.3162E-018   4.2003E-016   7.5520E-025   3.5269E-024   1.3886E-017   2.2337E-021 
  6.991356782E+014   8.3300E+001   5.4037E+003   1.4283E-017   2.1884E-020   1.1156E-017   4.4153E-024   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3174E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.4691E-025   6.1628E-018   3.2066E-019   2.5783E-018   4.3714E-016   3.0650E-025   9.5898E-025   1.1139E-017   6.0692E-022 
  7.146036956E+014   8.6683E+001   5.1224E+003   2.2642E-017   3.7220E-020   1.9343E-017   5.8382E-024   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.4934E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.5833E-025   5.5527E-018   2.9658E-019   2.8141E-018   4.5355E-016   1.9150E-025   2.3681E-025   9.1163E-018   1.7800E-022 
  7.379810188E+014   9.2200E+001   4.6623E+003   5.3318E-017   9.3346E-020   5.3729E-017   9.3671E-024   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   7.2456E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   5.1695E-025   4.6197E-018   2.6904E-019   3.2363E-018   4.8559E-016   1.8321E-025   4.0502E-026   6.3729E-018   1.7471E-023 
  7.581159558E+014   9.7456E+001   4.2103E+003   1.3938E-016   2.5080E-019   1.6952E-016   1.5022E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   5.2207E-021  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.0329E-024   3.8164E-018   2.5656E-019   3.7051E-018   5.2543E-016   2.1811E-025   9.2192E-027   4.3404E-018   1.1046E-024 
  7.731340564E+014   1.0181E+002   3.7974E+003   3.4364E-016   6.5241E-019   5.0965E-016   2.2725E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   5.0796E-020  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.9904E-024   3.2342E-018   2.5784E-019   4.1900E-018   5.7160E-016   2.3995E-025   2.4692E-027   3.0110E-018   5.1584E-026 
  7.801819832E+014   1.0404E+002   3.5513E+003   5.5282E-016   1.1356E-018   9.3595E-016   2.8451E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.8714E-019  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.8886E-024   2.9765E-018   2.6416E-019   4.5093E-018   6.0479E-016   2.4840E-025   1.2371E-027   2.4260E-018   6.0723E-027 
  7.814667789E+014   1.0446E+002   3.5001E+003   6.0383E-016   1.2688E-018   1.0525E-015   2.9730E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.4174E-019  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.0946E-024   2.9315E-018   2.6598E-019   4.5791E-018   6.1232E-016   2.4799E-025   1.0864E-027   2.3208E-018   3.7550E-027 
  7.834420098E+014   1.0512E+002   3.4162E+003   6.9131E-016   1.5150E-018   1.2653E-015   3.1878E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.6260E-019  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.4296E-024   2.8639E-018   2.6932E-019   4.6960E-018   6.2517E-016   2.4489E-025   8.8838E-028   2.1595E-018   1.6596E-027 
  7.883054221E+014   1.0684E+002   3.1751E+003   9.5414E-016   2.4435E-018   2.0281E-015   3.8316E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.0537E-018  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.1407E-024   2.7075E-018   2.8143E-019   5.0525E-018   6.6595E-016   2.1461E-025   5.3953E-028   1.7635E-018   1.2664E-028 
  7.952267988E+014   1.0957E+002   2.6983E+003   1.3870E-015   5.5491E-018   4.1657E-015   5.0945E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   6.2270E-018  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.3268E-024   2.5165E-018   3.1679E-019   5.8724E-018   7.6742E-016   7.7101E-026   2.6099E-028   1.2024E-018   2.0912E-031 
  7.991514577E+014   1.1139E+002   2.3079E+003   1.5406E-015   1.0025E-017   6.5849E-015   5.8009E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.3561E-017  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   8.1397E-025   2.4184E-018   3.5904E-019   6.6978E-018   8.7793E-016   1.4255E-026   1.6767E-028   8.9722E-019   1.5486E-034 
  8.010932820E+014   1.1241E+002   2.0618E+003   1.5205E-015   1.4324E-017   8.5168E-015   5.8477E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   5.6670E-017  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   5.4734E-025   2.3579E-018   3.9350E-019   7.3112E-018   9.6461E-016   3.8129E-027   1.3215E-028   7.5842E-019   4.0511E-037 
  8.021832719E+014   1.1304E+002   1.9019E+003   1.4543E-015   1.8035E-017   9.9801E-015   5.6194E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.0465E-016  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.8096E-025   2.3077E-018   4.1983E-019   7.7546E-018   1.0296E-015   1.4526E-027   1.1409E-028   6.8702E-019   3.9257E-039 
  8.035933959E+014   1.1393E+002   1.6647E+003   1.2756E-015   2.5466E-017   1.2478E-014   4.8213E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8673E-016  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.5468E-025   2.1897E-018   4.6574E-019   8.4838E-018   1.1407E-015   2.7561E-028   9.1708E-029   6.0408E-019   1.7584E-042 
  8.042197128E+014   1.1437E+002   1.5457E+003   1.1509E-015   3.0383E-017   1.3866E-014   4.2146E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   5.0405E-016  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.6853E-025   2.0925E-018   4.9232E-019   8.8824E-018   1.2034E-015   1.0320E-028   8.1697E-029   5.7087E-019   3.6475E-044 
  8.047282696E+014   1.1475E+002   1.4414E+003   1.0243E-015   3.5565E-017   1.5117E-014   3.5948E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   8.5729E-016  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.9631E-025   1.9727E-018   5.1780E-019   9.2487E-018   1.2619E-015   3.8925E-029   7.3298E-029   5.4521E-019   9.4919E-046 
  8.051712395E+014   1.1510E+002   1.3439E+003   8.9421E-016   4.1323E-017   1.6253E-014   2.9783E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.4506E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   5.3306E-025   1.8216E-018   5.4357E-019   9.6041E-018   1.3186E-015   1.3774E-029   6.5600E-029   5.2337E-019   1.9827E-047 
  8.056828991E+014   1.1553E+002   1.2219E+003   7.2093E-016   5.0078E-017   1.7447E-014   2.2521E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8721E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   5.8215E-025   1.5689E-018   5.7866E-019   1.0064E-017   1.3891E-015   2.9486E-030   5.6006E-029   4.9782E-019   6.5598E-050 
  8.063022336E+014   1.1610E+002   1.0566E+003   4.8648E-016   6.5371E-017   1.7968E-014   1.7798E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   6.9673E-015  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   6.1223E-025   1.1220E-018   6.3158E-019   1.0713E-017   1.4739E-015   1.9103E-031   4.3081E-029   4.6406E-019   3.3443E-054 
  8.066310195E+014   1.1643E+002   9.5915E+002   3.6293E-016   7.6467E-017   1.7280E-014   2.3011E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.0785E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   5.8965E-025   8.3180E-019   6.6596E-019   1.1105E-017   1.5141E-015   2.2840E-032   3.5779E-029   4.4326E-019   1.9452E-057 
  8.068537252E+014   1.1667E+002   8.8961E+002   2.8841E-016   8.5350E-017   1.6281E-014   3.5324E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.3905E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   5.5671E-025   6.3114E-019   6.9203E-019   1.1383E-017   1.5392E-015   3.6728E-033   3.0850E-029   4.2719E-019   3.4919E-060 
  8.071860795E+014   1.1706E+002   7.8410E+002   2.0683E-016   1.0050E-016   1.4005E-014   8.5346E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.8593E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.9610E-025   3.6091E-019   7.3380E-019   1.1770E-017   1.5748E-015   1.2010E-034   2.3805E-029   3.9900E-019   2.7370E-065 
  8.074833984E+014   1.1743E+002   6.9505E+002   1.7806E-016   1.1532E-016   1.1375E-014   1.9431E-022   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.1938E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.4799E-025   1.8267E-019   7.7010E-019   1.2003E-017   1.6038E-015   2.9230E-036   1.7944E-029   3.6852E-019   7.9752E-071 
  8.079573966E+014   1.1807E+002   5.8357E+002   2.2582E-016   1.3823E-016   7.2150E-015   5.6344E-022   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.4805E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.0023E-025   4.3146E-020   8.1223E-019   1.1961E-017   1.6340E-015   5.0630E-039   9.5692E-030   3.1168E-019   3.2231E-080 
  8.082080711E+014   1.1844E+002   5.4393E+002   2.8313E-016   1.4860E-016   5.6028E-015   8.5689E-022   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.5429E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.8748E-025   1.8247E-020   8.2360E-019   1.1749E-017   1.6394E-015   2.5552E-040   6.1825E-030   2.8100E-019   1.5260E-084 
  8.084299576E+014   1.1877E+002   5.1878E+002   3.3914E-016   1.5655E-016   4.6057E-015   1.1659E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.5731E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.8062E-025   9.0473E-021   8.2811E-019   1.1500E-017   1.6391E-015   2.8758E-041   4.1123E-030   2.5545E-019   1.1660E-087 
  8.085583906E+014   1.1896E+002   5.0767E+002   3.7068E-016   1.6069E-016   4.1876E-015   1.3654E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.5850E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.7786E-025   6.4858E-021   8.2885E-019   1.1342E-017   1.6373E-015   1.0086E-041   3.2716E-030   2.4162E-019   3.8370E-089 
  8.087253102E+014   1.1922E+002   4.9623E+002   4.0892E-016   1.6565E-016   3.7825E-015   1.6480E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.5974E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.7518E-025   4.6988E-021   8.2822E-019   1.1131E-017   1.6336E-015   3.2354E-042   2.4755E-030   2.2479E-019   9.5882E-091 
  8.091663343E+014   1.1991E+002   4.7716E+002   4.9126E-016   1.7711E-016   3.2094E-015   2.5302E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.6259E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.7110E-025   3.2606E-021   8.2082E-019   1.0572E-017   1.6187E-015   4.2599E-043   1.3374E-030   1.8615E-019   1.3417E-093 
  8.104918998E+014   1.2204E+002   4.5495E+002   6.4875E-016   2.0532E-016   2.8191E-015   6.2735E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.7395E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.6202E-025   2.7048E-021   7.7990E-019   8.9974E-018   1.5520E-015   3.4758E-044   4.0235E-031   1.0624E-019   3.1708E-097 
  8.111475984E+014   1.2311E+002   4.4778E+002   7.1947E-016   2.1750E-016   2.6636E-015   8.5192E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8098E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.5377E-025   2.4901E-021   7.5670E-019   8.2644E-018   1.5124E-015   1.5197E-044   2.5326E-031   8.0134E-020   1.8200E-098 
  8.113478950E+014   1.2345E+002   4.4562E+002   7.4207E-016   2.2097E-016   2.6053E-015   9.2313E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8316E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.5081E-025   2.4204E-021   7.4950E-019   8.0475E-018   1.4998E-015   1.1805E-044   2.2163E-031   7.3459E-020   7.5823E-099 
  8.115481916E+014   1.2378E+002   4.4347E+002   7.6523E-016   2.2430E-016   2.5427E-015   9.9511E-021   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8532E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.4770E-025   2.3497E-021   7.4229E-019   7.8344E-018   1.4871E-015   9.1526E-045   1.9357E-031   6.7317E-020   3.1363E-099 
  8.116870249E+014   1.2401E+002   4.4198E+002   7.8163E-016   2.2653E-016   2.4971E-015   1.0453E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8680E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.4547E-025   2.3004E-021   7.3728E-019   7.6892E-018   1.4782E-015   7.6632E-045   1.7646E-031   6.3353E-020   1.6933E-099 
  8.117804142E+014   1.2417E+002   4.4097E+002   7.9282E-016   2.2798E-016   2.4655E-015   1.0792E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8778E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.4395E-025   2.2672E-021   7.3392E-019   7.5927E-018   1.4721E-015   6.7964E-045   1.6657E-031   6.0814E-020   1.1163E-099 
  8.118497839E+014   1.2428E+002   4.4023E+002   8.0122E-016   2.2904E-016   2.4417E-015   1.1045E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8850E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.4282E-025   2.2426E-021   7.3142E-019   7.5217E-018   1.4677E-015   6.2150E-045   1.5910E-031   5.8993E-020   8.1833E-100 
  8.119243751E+014   1.2441E+002   4.3943E+002   8.1033E-016   2.3016E-016   2.4157E-015   1.1316E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8926E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.4158E-025   2.2161E-021   7.2874E-019   7.4459E-018   1.4628E-015   5.6437E-045   1.5156E-031   5.7093E-020   5.8551E-100 
  8.132729303E+014   1.2670E+002   4.2524E+002   9.8897E-016   2.4633E-016   1.9195E-015   1.6201E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.0074E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.1914E-025   1.7665E-021   6.8109E-019   6.1950E-018   1.3752E-015   9.6292E-046   6.6190E-032   3.1583E-020   1.2533E-102 
  8.146849447E+014   1.2916E+002   4.1133E+002   1.2020E-015   2.5472E-016   1.4310E-015   2.0995E-020   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.0610E-014  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.9829E-025   1.3915E-021   6.3424E-019   5.1326E-018   1.2863E-015   1.5082E-046   2.9811E-032   1.7402E-020   1.9907E-105 
